state,district,pincode,total_enrollments,total_demo_updates,total_bio_updates,total_updates,update_to_enrollment_ratio
Maharashtra,Dharashiv,413526,3.0,37.0,6.0,43.0,10.75
Maharashtra,Dharashiv,413528,4.0,38.0,8.0,46.0,9.2
Maharashtra,Dharashiv,413601,8.0,254.0,22.0,276.0,30.666666666666668
Maharashtra,Dharashiv,413602,5.0,105.0,28.0,133.0,22.166666666666668
Maharashtra,Dharashiv,413603,8.0,91.0,7.0,98.0,10.88888888888889
Maharashtra,Dharashiv,413604,5.0,109.0,10.0,119.0,19.833333333333332
Maharashtra,Dharashiv,413605,14.0,108.0,18.0,126.0,8.4
Maharashtra,Dharashiv,413606,20.0,354.0,32.0,386.0,18.38095238095238
Maharashtra,Dharashiv,413608,2.0,80.0,25.0,105.0,35.0
Maharashtra,Dharashiv,413623,3.0,68.0,20.0,88.0,22.0
Maharashtra,Dhule,424001,1121.0,11687.0,18008.0,29695.0,26.466131907308377
Maharashtra,Dhule,424002,565.0,3827.0,12777.0,16604.0,29.335689045936395
Maharashtra,Dhule,424004,12.0,96.0,177.0,273.0,21.0
Maharashtra,Dhule,424005,139.0,684.0,2827.0,3511.0,25.07857142857143
Maharashtra,Dhule,424006,203.0,657.0,5167.0,5824.0,28.54901960784314
Maharashtra,Dhule,424301,236.0,1206.0,4159.0,5365.0,22.637130801687764
Maharashtra,Dhule,424302,213.0,682.0,5561.0,6243.0,29.172897196261683
Maharashtra,Dhule,424303,142.0,391.0,3704.0,4095.0,28.636363636363637
Maharashtra,Dhule,424304,1700.0,5551.0,25422.0,30973.0,18.20870076425632
Maharashtra,Dhule,424305,815.0,1944.0,11232.0,13176.0,16.147058823529413
Maharashtra,Dhule,424306,1239.0,6645.0,22442.0,29087.0,23.45725806451613
Maharashtra,Dhule,424307,317.0,839.0,6025.0,6864.0,21.58490566037736
Maharashtra,Dhule,424308,226.0,1266.0,4859.0,6125.0,26.98237885462555
Maharashtra,Dhule,424309,177.0,1023.0,2987.0,4010.0,22.528089887640448
Maharashtra,Dhule,424310,107.0,1028.0,3552.0,4580.0,42.407407407407405
Maharashtra,Dhule,424311,368.0,2241.0,5474.0,7715.0,20.907859078590786
Maharashtra,Dhule,424318,81.0,486.0,1714.0,2200.0,26.829268292682926
Maharashtra,Dhule,425403,55.0,373.0,1284.0,1657.0,29.589285714285715
Maharashtra,Dhule,425404,86.0,754.0,2232.0,2986.0,34.32183908045977
Maharashtra,Dhule,425405,2628.0,7554.0,23359.0,30913.0,11.758463294028148
Maharashtra,Dhule,425406,250.0,2914.0,4424.0,7338.0,29.235059760956176
Maharashtra,Dhule,425407,186.0,1336.0,3702.0,5038.0,26.941176470588236
Maharashtra,Dhule,425408,700.0,4133.0,10026.0,14159.0,20.198288159771753
Maharashtra,Dhule,425409,1.0,4.0,9.0,13.0,6.5
Maharashtra,Dhule,425410,11.0,48.0,166.0,214.0,17.833333333333332
Maharashtra,Dhule,425421,156.0,1201.0,2880.0,4081.0,25.993630573248407
Maharashtra,Dhule,425423,1.0,0.0,0.0,0.0,0.0
Maharashtra,Dhule,425427,164.0,1756.0,5349.0,7105.0,43.06060606060606
Maharashtra,Dhule,425428,706.0,1580.0,8324.0,9904.0,14.008486562942009
Maharashtra,Gadchiroli,441207,129.0,4333.0,8792.0,13125.0,100.96153846153847
Maharashtra,Gadchiroli,441208,73.0,1309.0,5124.0,6433.0,86.93243243243244
Maharashtra,Gadchiroli,441209,229.0,6358.0,14955.0,21313.0,92.66521739130435
Maharashtra,Gadchiroli,441217,79.0,1993.0,6124.0,8117.0,101.4625
Maharashtra,Gadchiroli,442504,154.0,4251.0,10445.0,14696.0,94.81290322580645
Maharashtra,Gadchiroli,442603,191.0,4871.0,14856.0,19727.0,102.74479166666667
Maharashtra,Gadchiroli,442604,75.0,783.0,4715.0,5498.0,72.34210526315789
Maharashtra,Gadchiroli,442605,251.0,3077.0,15590.0,18667.0,74.07539682539682
Maharashtra,Gadchiroli,442606,160.0,3002.0,13538.0,16540.0,102.73291925465838
Maharashtra,Gadchiroli,442703,79.0,1360.0,3251.0,4611.0,57.6375
Maharashtra,Gadchiroli,442704,244.0,2873.0,14565.0,17438.0,71.17551020408163
Maharashtra,Gadchiroli,442705,151.0,2847.0,8084.0,10931.0,71.91447368421052
Maharashtra,Gadchiroli,442707,215.0,6733.0,8096.0,14829.0,68.65277777777777
Maharashtra,Gadchiroli,442709,146.0,2802.0,6008.0,8810.0,59.93197278911565
Maharashtra,Gadchiroli,442710,198.0,6105.0,6522.0,12627.0,63.45226130653266
Maharashtra,Gondia,441601,8.0,139.0,160.0,299.0,33.22222222222222
Maharashtra,Gondia,441614,8.0,138.0,118.0,256.0,28.444444444444443
Maharashtra,Gondia,441701,3.0,204.0,97.0,301.0,75.25
Maharashtra,Gondia,441807,7.0,283.0,249.0,532.0,66.5
Maharashtra,Gondia,441901,2.0,56.0,93.0,149.0,49.666666666666664
Maharashtra,Gondia,441911,1.0,6.0,26.0,32.0,16.0
Maharashtra,Gondiya,441207,4.0,170.0,169.0,339.0,67.8
Maharashtra,Gondiya,441601,597.0,5846.0,15520.0,21366.0,35.72909698996656
Maharashtra,Gondiya,441614,511.0,10666.0,15604.0,26270.0,51.30859375
Maharashtra,Gondiya,441701,74.0,4423.0,4649.0,9072.0,120.96
Maharashtra,Gondiya,441702,110.0,4347.0,6886.0,11233.0,101.1981981981982
Maharashtra,Gondiya,441801,266.0,4653.0,9045.0,13698.0,51.30337078651685
Maharashtra,Gondiya,441802,10.0,234.0,95.0,329.0,29.90909090909091
Maharashtra,Gondiya,441806,46.0,1662.0,3224.0,4886.0,103.95744680851064
Maharashtra,Gondiya,441807,210.0,4282.0,7651.0,11933.0,56.55450236966825
Maharashtra,Gondiya,441901,145.0,5834.0,6360.0,12194.0,83.52054794520548
Maharashtra,Gondiya,441902,293.0,7803.0,10051.0,17854.0,60.72789115646258
Maharashtra,Gondiya,441911,479.0,6408.0,12443.0,18851.0,39.27291666666667
Maharashtra,Gondiya,441912,2.0,82.0,42.0,124.0,41.333333333333336
Maharashtra,Gondiya,441916,143.0,7208.0,4775.0,11983.0,83.21527777777777
Maharashtra,Gondiya *,441601,20.0,527.0,417.0,944.0,44.95238095238095
Maharashtra,Gondiya *,441614,5.0,136.0,142.0,278.0,46.333333333333336
Maharashtra,Gondiya *,441701,2.0,116.0,58.0,174.0,58.0
Maharashtra,Gondiya *,441702,2.0,102.0,112.0,214.0,71.33333333333333
Maharashtra,Gondiya *,441801,6.0,298.0,316.0,614.0,87.71428571428571
Maharashtra,Gondiya *,441901,1.0,45.0,35.0,80.0,40.0
Maharashtra,Gondiya *,441902,11.0,260.0,103.0,363.0,30.25
Maharashtra,Gondiya *,441911,2.0,20.0,42.0,62.0,20.666666666666668
Maharashtra,Gondiya *,441916,8.0,408.0,139.0,547.0,60.77777777777778
Maharashtra,Hingoli,431501,1.0,60.0,53.0,113.0,56.5
Maharashtra,Hingoli,431504,1.0,2.0,0.0,2.0,1.0
Maharashtra,Hingoli,431509,81.0,1958.0,2016.0,3974.0,48.46341463414634
Maharashtra,Hingoli,431510,24.0,439.0,1091.0,1530.0,61.2
Maharashtra,Hingoli,431511,11.0,270.0,186.0,456.0,38.0
Maharashtra,Hingoli,431512,1606.0,21561.0,21848.0,43409.0,27.01244555071562
Maharashtra,Hingoli,431513,2365.0,18165.0,24080.0,42245.0,17.855029585798817
Maharashtra,Hingoli,431514,11.0,186.0,313.0,499.0,41.583333333333336
Maharashtra,Hingoli,431542,320.0,7737.0,12485.0,20222.0,62.99688473520249
Maharashtra,Hingoli,431701,994.0,12039.0,16057.0,28096.0,28.23718592964824
Maharashtra,Hingoli,431702,919.0,11317.0,13192.0,24509.0,26.640217391304347
Maharashtra,Hingoli,431703,173.0,6261.0,7073.0,13334.0,76.63218390804597
Maharashtra,Hingoli,431705,1346.0,16555.0,18667.0,35222.0,26.148478099480325
Maharashtra,Hingoli,431712,337.0,0.0,0.0,0.0,0.0
Maharashtra,Hingoli *,431542,1.0,0.0,4.0,4.0,2.0
Maharashtra,Jalgaon,424101,701.0,11219.0,23451.0,34670.0,49.38746438746439
Maharashtra,Jalgaon,424102,62.0,1361.0,2856.0,4217.0,66.93650793650794
Maharashtra,Jalgaon,424103,125.0,1750.0,4856.0,6606.0,52.42857142857143
Maharashtra,Jalgaon,424104,101.0,1979.0,3972.0,5951.0,58.34313725490196
Maharashtra,Jalgaon,424105,249.0,3262.0,9727.0,12989.0,51.956
Maharashtra,Jalgaon,424106,214.0,4106.0,7470.0,11576.0,53.84186046511628
Maharashtra,Jalgaon,424107,54.0,622.0,1509.0,2131.0,38.74545454545454
Maharashtra,Jalgaon,424108,179.0,2319.0,5002.0,7321.0,40.672222222222224
Maharashtra,Jalgaon,424116,88.0,1714.0,4044.0,5758.0,64.69662921348315
Maharashtra,Jalgaon,424201,458.0,3736.0,15491.0,19227.0,41.888888888888886
Maharashtra,Jalgaon,424202,145.0,1223.0,5060.0,6283.0,43.034246575342465
Maharashtra,Jalgaon,424203,63.0,664.0,3316.0,3980.0,62.1875
Maharashtra,Jalgaon,424204,83.0,2585.0,5139.0,7724.0,91.95238095238095
Maharashtra,Jalgaon,424205,107.0,2544.0,5076.0,7620.0,70.55555555555556
Maharashtra,Jalgaon,424206,332.0,11456.0,15674.0,27130.0,81.47147147147147
Maharashtra,Jalgaon,424207,83.0,1721.0,5201.0,6922.0,82.4047619047619
Maharashtra,Jalgaon,424209,92.0,2030.0,4053.0,6083.0,65.40860215053763
Maharashtra,Jalgaon,425001,2779.0,13108.0,29318.0,42426.0,15.26115107913669
Maharashtra,Jalgaon,425002,791.0,3495.0,14377.0,17872.0,22.565656565656564
Maharashtra,Jalgaon,425003,176.0,1028.0,4710.0,5738.0,32.4180790960452
Maharashtra,Jalgaon,425101,28.0,173.0,1141.0,1314.0,45.310344827586206
Maharashtra,Jalgaon,425102,22.0,149.0,1013.0,1162.0,50.52173913043478
Maharashtra,Jalgaon,425103,167.0,2899.0,8173.0,11072.0,65.9047619047619
Maharashtra,Jalgaon,425104,69.0,1055.0,3256.0,4311.0,61.58571428571429
Maharashtra,Jalgaon,425105,244.0,4007.0,8887.0,12894.0,52.628571428571426
Maharashtra,Jalgaon,425107,777.0,6728.0,20653.0,27381.0,35.19408740359897
Maharashtra,Jalgaon,425108,52.0,1528.0,3085.0,4613.0,87.0377358490566
Maharashtra,Jalgaon,425109,256.0,3417.0,10425.0,13842.0,53.85992217898833
Maharashtra,Jalgaon,425110,105.0,1919.0,6206.0,8125.0,76.65094339622641
Maharashtra,Jalgaon,425111,478.0,5166.0,18236.0,23402.0,48.855949895615865
Maharashtra,Jalgaon,425112,7.0,146.0,468.0,614.0,76.75
Maharashtra,Jalgaon,425113,47.0,453.0,2973.0,3426.0,71.375
Maharashtra,Jalgaon,425114,82.0,675.0,5719.0,6394.0,77.03614457831326
Maharashtra,Jalgaon,425115,115.0,1932.0,2742.0,4674.0,40.293103448275865
Maharashtra,Jalgaon,425116,114.0,1890.0,2173.0,4063.0,35.3304347826087
Maharashtra,Jalgaon,425121,1.0,2.0,5.0,7.0,3.5
Maharashtra,Jalgaon,425127,98.0,2260.0,5672.0,7932.0,80.12121212121212
Maharashtra,Jalgaon,425201,381.0,7149.0,13039.0,20188.0,52.84816753926702
Maharashtra,Jalgaon,425203,35.0,379.0,1150.0,1529.0,42.47222222222222
Maharashtra,Jalgaon,425301,416.0,1392.0,9703.0,11095.0,26.60671462829736
Maharashtra,Jalgaon,425302,141.0,3300.0,8583.0,11883.0,83.6830985915493
Maharashtra,Jalgaon,425303,145.0,1974.0,7131.0,9105.0,62.363013698630134
Maharashtra,Jalgaon,425304,54.0,433.0,2817.0,3250.0,59.09090909090909
Maharashtra,Jalgaon,425305,104.0,2103.0,5123.0,7226.0,68.81904761904762
Maharashtra,Jalgaon,425306,355.0,3566.0,13995.0,17561.0,49.32865168539326
Maharashtra,Jalgaon,425307,65.0,917.0,2150.0,3067.0,46.46969696969697
Maharashtra,Jalgaon,425308,15.0,260.0,951.0,1211.0,75.6875
Maharashtra,Jalgaon,425309,112.0,754.0,3273.0,4027.0,35.63716814159292
Maharashtra,Jalgaon,425310,189.0,6265.0,10471.0,16736.0,88.08421052631579
Maharashtra,Jalgaon,425311,82.0,1392.0,3279.0,4671.0,56.27710843373494
Maharashtra,Jalgaon,425401,464.0,6260.0,22518.0,28778.0,61.888172043010755
Maharashtra,Jalgaon,425402,31.0,435.0,1466.0,1901.0,59.40625
Maharashtra,Jalgaon,425420,25.0,548.0,1608.0,2156.0,82.92307692307692
Maharashtra,Jalgaon,425501,25.0,445.0,1337.0,1782.0,68.53846153846153
Maharashtra,Jalgaon,425502,168.0,1078.0,4201.0,5279.0,31.236686390532544
Maharashtra,Jalgaon,425503,212.0,1196.0,6889.0,8085.0,37.95774647887324
Maharashtra,Jalgaon,425504,133.0,1177.0,5114.0,6291.0,46.94776119402985
Maharashtra,Jalgaon,425505,37.0,136.0,1441.0,1577.0,41.5
Maharashtra,Jalgaon,425506,43.0,399.0,1533.0,1932.0,43.90909090909091
Maharashtra,Jalgaon,425507,73.0,478.0,3200.0,3678.0,49.7027027027027
Maharashtra,Jalgaon,425508,385.0,2517.0,13978.0,16495.0,42.733160621761655
Maharashtra,Jalgaon,425524,26.0,199.0,1297.0,1496.0,55.407407407407405
Maharashtra,Jalna,431007,8.0,190.0,339.0,529.0,58.77777777777778
Maharashtra,Jalna,431112,58.0,643.0,1537.0,2180.0,36.94915254237288
Maharashtra,Jalna,431114,625.0,10123.0,15279.0,25402.0,40.57827476038339
Maharashtra,Jalna,431117,1.0,1.0,0.0,1.0,0.5
Maharashtra,Jalna,431121,100.0,829.0,2600.0,3429.0,33.95049504950495
Maharashtra,Jalna,431132,171.0,1247.0,3652.0,4899.0,28.482558139534884
Maharashtra,Jalna,431134,29.0,535.0,643.0,1178.0,39.266666666666666
Maharashtra,Jalna,431135,82.0,796.0,1968.0,2764.0,33.30120481927711
Maharashtra,Jalna,431137,8.0,156.0,267.0,423.0,47.0
Maharashtra,Jalna,431202,323.0,3712.0,11442.0,15154.0,46.77160493827161
Maharashtra,Jalna,431203,1207.0,8448.0,34529.0,42977.0,35.57698675496689
Maharashtra,Jalna,431204,392.0,5407.0,16696.0,22103.0,56.24173027989822
Maharashtra,Jalna,431205,77.0,1470.0,3127.0,4597.0,58.93589743589744
Maharashtra,Jalna,431206,367.0,5394.0,9114.0,14508.0,39.42391304347826
Maharashtra,Jalna,431207,140.0,2154.0,5903.0,8057.0,57.141843971631204
Maharashtra,Jalna,431208,179.0,4139.0,6058.0,10197.0,56.65
Maharashtra,Jalna,431209,143.0,2955.0,9224.0,12179.0,84.57638888888889
Maharashtra,Jalna,431211,163.0,2128.0,8413.0,10541.0,64.27439024390245
Maharashtra,Jalna,431212,110.0,2857.0,4259.0,7116.0,64.10810810810811
Maharashtra,Jalna,431213,683.0,5123.0,22948.0,28071.0,41.03947368421053
Maharashtra,Jalna,431501,293.0,8009.0,14152.0,22161.0,75.37755102040816
Maharashtra,Jalna,431502,51.0,1125.0,2035.0,3160.0,60.76923076923077
Maharashtra,Jalna,431503,19.0,414.0,581.0,995.0,49.75
Maharashtra,Jalna,431504,287.0,7187.0,12854.0,20041.0,69.58680555555556
Maharashtra,Jalna,431507,71.0,4241.0,4706.0,8947.0,124.26388888888889
Maharashtra,Jalna,431512,3.0,76.0,108.0,184.0,46.0
Maharashtra,Kolhapur,415101,111.0,4447.0,3960.0,8407.0,75.0625
Maharashtra,Kolhapur,416001,240.0,4821.0,8049.0,12870.0,53.40248962655602
Maharashtra,Kolhapur,416002,108.0,1990.0,3818.0,5808.0,53.28440366972477
Maharashtra,Kolhapur,416003,136.0,2153.0,4368.0,6521.0,47.5985401459854
Maharashtra,Kolhapur,416004,48.0,684.0,1469.0,2153.0,43.93877551020408
Maharashtra,Kolhapur,416005,190.0,2453.0,5816.0,8269.0,43.29319371727749
Maharashtra,Kolhapur,416006,87.0,892.0,2343.0,3235.0,36.76136363636363
Maharashtra,Kolhapur,416007,105.0,1891.0,2808.0,4699.0,44.33018867924528
Maharashtra,Kolhapur,416008,105.0,2324.0,4477.0,6801.0,64.16037735849056
Maharashtra,Kolhapur,416010,178.0,1914.0,5263.0,7177.0,40.09497206703911
Maharashtra,Kolhapur,416011,3.0,48.0,7.0,55.0,13.75
Maharashtra,Kolhapur,416012,291.0,3495.0,9129.0,12624.0,43.23287671232877
Maharashtra,Kolhapur,416013,123.0,1415.0,2410.0,3825.0,30.846774193548388
Maharashtra,Kolhapur,416101,255.0,3536.0,6844.0,10380.0,40.546875
Maharashtra,Kolhapur,416102,37.0,285.0,2158.0,2443.0,64.28947368421052
Maharashtra,Kolhapur,416103,72.0,933.0,2397.0,3330.0,45.61643835616438
Maharashtra,Kolhapur,416104,51.0,561.0,1306.0,1867.0,35.90384615384615
Maharashtra,Kolhapur,416105,19.0,284.0,739.0,1023.0,51.15
Maharashtra,Kolhapur,416106,91.0,1314.0,3015.0,4329.0,47.05434782608695
Maharashtra,Kolhapur,416107,33.0,781.0,1073.0,1854.0,54.529411764705884
Maharashtra,Kolhapur,416108,20.0,319.0,680.0,999.0,47.57142857142857
Maharashtra,Kolhapur,416109,129.0,2143.0,4722.0,6865.0,52.80769230769231
Maharashtra,Kolhapur,416110,34.0,452.0,967.0,1419.0,40.542857142857144
Maharashtra,Kolhapur,416111,42.0,713.0,1513.0,2226.0,51.76744186046512
Maharashtra,Kolhapur,416112,261.0,3033.0,7175.0,10208.0,38.961832061068705
Maharashtra,Kolhapur,416113,56.0,538.0,2057.0,2595.0,45.526315789473685
Maharashtra,Kolhapur,416114,90.0,724.0,3527.0,4251.0,46.714285714285715
Maharashtra,Kolhapur,416115,476.0,7745.0,20171.0,27916.0,58.524109014675055
Maharashtra,Kolhapur,416116,131.0,1773.0,6168.0,7941.0,60.15909090909091
Maharashtra,Kolhapur,416117,9.0,175.0,644.0,819.0,81.9
Maharashtra,Kolhapur,416118,87.0,1334.0,3017.0,4351.0,49.44318181818182
Maharashtra,Kolhapur,416119,97.0,2268.0,2613.0,4881.0,49.80612244897959
Maharashtra,Kolhapur,416120,29.0,345.0,1093.0,1438.0,47.93333333333333
Maharashtra,Kolhapur,416121,90.0,1730.0,5001.0,6731.0,73.96703296703296
Maharashtra,Kolhapur,416122,141.0,1949.0,5937.0,7886.0,55.53521126760563
Maharashtra,Kolhapur,416143,69.0,544.0,2643.0,3187.0,45.52857142857143
Maharashtra,Kolhapur,416146,18.0,396.0,779.0,1175.0,61.8421052631579
Maharashtra,Kolhapur,416201,26.0,337.0,834.0,1171.0,43.370370370370374
Maharashtra,Kolhapur,416202,86.0,1542.0,3339.0,4881.0,56.10344827586207
Maharashtra,Kolhapur,416203,72.0,835.0,4365.0,5200.0,71.23287671232876
Maharashtra,Kolhapur,416204,43.0,732.0,1667.0,2399.0,54.52272727272727
Maharashtra,Kolhapur,416205,272.0,5638.0,9317.0,14955.0,54.78021978021978
Maharashtra,Kolhapur,416206,78.0,1763.0,2916.0,4679.0,59.22784810126582
Maharashtra,Kolhapur,416207,112.0,1600.0,2956.0,4556.0,40.31858407079646
Maharashtra,Kolhapur,416208,92.0,2085.0,2761.0,4846.0,52.10752688172043
Maharashtra,Kolhapur,416209,173.0,5290.0,5899.0,11189.0,64.30459770114942
Maharashtra,Kolhapur,416210,80.0,2375.0,2841.0,5216.0,64.39506172839506
Maharashtra,Kolhapur,416211,154.0,3853.0,6937.0,10790.0,69.61290322580645
Maharashtra,Kolhapur,416212,76.0,2194.0,3408.0,5602.0,72.75324675324676
Maharashtra,Kolhapur,416213,101.0,2931.0,4292.0,7223.0,70.81372549019608
Maharashtra,Kolhapur,416214,71.0,2032.0,4638.0,6670.0,92.63888888888889
Maharashtra,Kolhapur,416215,40.0,989.0,844.0,1833.0,44.707317073170735
Maharashtra,Kolhapur,416216,229.0,3588.0,5335.0,8923.0,38.79565217391304
Maharashtra,Kolhapur,416218,76.0,1630.0,2871.0,4501.0,58.45454545454545
Maharashtra,Kolhapur,416219,109.0,2298.0,3443.0,5741.0,52.19090909090909
Maharashtra,Kolhapur,416220,46.0,818.0,2435.0,3253.0,69.2127659574468
Maharashtra,Kolhapur,416221,76.0,1396.0,2692.0,4088.0,53.09090909090909
Maharashtra,Kolhapur,416223,33.0,997.0,1701.0,2698.0,79.3529411764706
Maharashtra,Kolhapur,416229,148.0,3075.0,4922.0,7997.0,53.671140939597315
Maharashtra,Kolhapur,416230,96.0,1635.0,3117.0,4752.0,48.98969072164948
Maharashtra,Kolhapur,416231,15.0,149.0,328.0,477.0,29.8125
Maharashtra,Kolhapur,416232,30.0,511.0,1104.0,1615.0,52.096774193548384
Maharashtra,Kolhapur,416234,63.0,1111.0,1957.0,3068.0,47.9375
Maharashtra,Kolhapur,416235,96.0,1637.0,2851.0,4488.0,46.2680412371134
Maharashtra,Kolhapur,416236,16.0,215.0,947.0,1162.0,68.3529411764706
Maharashtra,Kolhapur,416501,60.0,728.0,2684.0,3412.0,55.9344262295082
Maharashtra,Kolhapur,416502,155.0,2370.0,5206.0,7576.0,48.56410256410256
Maharashtra,Kolhapur,416503,59.0,891.0,1436.0,2327.0,38.78333333333333
Maharashtra,Kolhapur,416504,57.0,1139.0,2129.0,3268.0,56.3448275862069
Maharashtra,Kolhapur,416505,101.0,1896.0,4126.0,6022.0,59.03921568627451
Maharashtra,Kolhapur,416506,52.0,1892.0,2461.0,4353.0,82.13207547169812
Maharashtra,Kolhapur,416507,125.0,1083.0,6075.0,7158.0,56.80952380952381
Maharashtra,Kolhapur,416508,83.0,967.0,3979.0,4946.0,58.88095238095238
Maharashtra,Kolhapur,416509,105.0,1413.0,6271.0,7684.0,72.49056603773585
Maharashtra,Kolhapur,416526,39.0,497.0,1628.0,2125.0,53.125
Maharashtra,Kolhapur,416527,3.0,50.0,272.0,322.0,80.5
Maharashtra,Kolhapur,416551,34.0,919.0,1848.0,2767.0,79.05714285714286
Maharashtra,Kolhapur,416552,36.0,430.0,2095.0,2525.0,68.24324324324324
Maharashtra,Latur,413510,91.0,1031.0,3475.0,4506.0,48.97826086956522
Maharashtra,Latur,413511,225.0,6072.0,10325.0,16397.0,72.55309734513274
Maharashtra,Latur,413512,935.0,22692.0,32341.0,55033.0,58.79594017094017
Maharashtra,Latur,413513,161.0,4021.0,7761.0,11782.0,72.72839506172839
Maharashtra,Latur,413514,212.0,6026.0,7844.0,13870.0,65.11737089201878
Maharashtra,Latur,413515,387.0,7469.0,10983.0,18452.0,47.55670103092783
Maharashtra,Latur,413516,158.0,4470.0,7144.0,11614.0,73.04402515723271
Maharashtra,Latur,413517,2530.0,11957.0,24136.0,36093.0,14.26037139470565
Maharashtra,Latur,413518,145.0,2804.0,5093.0,7897.0,54.08904109589041
Maharashtra,Latur,413519,220.0,5455.0,7271.0,12726.0,57.58371040723982
Maharashtra,Latur,413520,334.0,6320.0,20953.0,27273.0,81.41194029850746
Maharashtra,Latur,413521,329.0,7274.0,19852.0,27126.0,82.2
Maharashtra,Latur,413522,167.0,2827.0,8994.0,11821.0,70.36309523809524
Maharashtra,Latur,413523,101.0,4190.0,5438.0,9628.0,94.3921568627451
Maharashtra,Latur,413524,127.0,2572.0,3683.0,6255.0,48.8671875
Maharashtra,Latur,413527,194.0,5251.0,10775.0,16026.0,82.18461538461538
Maharashtra,Latur,413529,93.0,2314.0,3469.0,5783.0,61.52127659574468
Maharashtra,Latur,413530,102.0,1825.0,6558.0,8383.0,81.3883495145631
Maharashtra,Latur,413531,424.0,8458.0,22342.0,30800.0,72.47058823529412
Maharashtra,Latur,413532,257.0,3897.0,7461.0,11358.0,44.02325581395349
Maharashtra,Latur,413544,153.0,3328.0,7135.0,10463.0,67.94155844155844
Maharashtra,Latur,413581,35.0,623.0,1149.0,1772.0,49.22222222222222
Maharashtra,Latur,413607,137.0,1925.0,7769.0,9694.0,70.2463768115942
Maharashtra,Latur,431522,90.0,2799.0,4737.0,7536.0,82.81318681318682
Maharashtra,Mumbai,400001,35.0,314.0,849.0,1163.0,32.30555555555556
Maharashtra,Mumbai,400002,71.0,804.0,1876.0,2680.0,37.22222222222222
Maharashtra,Mumbai,400003,95.0,873.0,1901.0,2774.0,28.895833333333332
Maharashtra,Mumbai,400004,107.0,898.0,2579.0,3477.0,32.19444444444444
Maharashtra,Mumbai,400005,110.0,1412.0,2782.0,4194.0,37.78378378378378
Maharashtra,Mumbai,400006,46.0,429.0,981.0,1410.0,30.0
Maharashtra,Mumbai,400007,44.0,382.0,1078.0,1460.0,32.44444444444444
Maharashtra,Mumbai,400008,302.0,2223.0,6000.0,8223.0,27.138613861386137
Maharashtra,Mumbai,400009,83.0,1162.0,2594.0,3756.0,44.714285714285715
Maharashtra,Mumbai,400010,116.0,1339.0,2922.0,4261.0,36.41880341880342
Maharashtra,Mumbai,400011,151.0,1392.0,4509.0,5901.0,38.82236842105263
Maharashtra,Mumbai,400012,136.0,1233.0,4043.0,5276.0,38.51094890510949
Maharashtra,Mumbai,400013,182.0,762.0,2815.0,3577.0,19.546448087431695
Maharashtra,Mumbai,400014,59.0,507.0,1589.0,2096.0,34.93333333333333
Maharashtra,Mumbai,400015,89.0,1215.0,3304.0,4519.0,50.21111111111111
Maharashtra,Mumbai,400016,94.0,1111.0,3839.0,4950.0,52.10526315789474
Maharashtra,Mumbai,400017,340.0,3229.0,11249.0,14478.0,42.457478005865106
Maharashtra,Mumbai,400018,127.0,1695.0,3942.0,5637.0,44.0390625
Maharashtra,Mumbai,400019,49.0,768.0,2318.0,3086.0,61.72
Maharashtra,Mumbai,400020,5.0,73.0,71.0,144.0,24.0
Maharashtra,Mumbai,400021,11.0,70.0,77.0,147.0,12.25
Maharashtra,Mumbai,400022,372.0,1973.0,5373.0,7346.0,19.694369973190348
Maharashtra,Mumbai,400024,52.0,360.0,2159.0,2519.0,47.528301886792455
Maharashtra,Mumbai,400025,49.0,579.0,1972.0,2551.0,51.02
Maharashtra,Mumbai,400026,80.0,309.0,744.0,1053.0,13.0
Maharashtra,Mumbai,400027,19.0,235.0,630.0,865.0,43.25
Maharashtra,Mumbai,400028,76.0,714.0,2494.0,3208.0,41.66233766233766
Maharashtra,Mumbai,400029,48.0,290.0,1741.0,2031.0,41.44897959183673
Maharashtra,Mumbai,400030,69.0,689.0,1988.0,2677.0,38.24285714285714
Maharashtra,Mumbai,400031,66.0,660.0,1679.0,2339.0,34.91044776119403
Maharashtra,Mumbai,400032,2.0,10.0,11.0,21.0,7.0
Maharashtra,Mumbai,400033,64.0,697.0,1875.0,2572.0,39.56923076923077
Maharashtra,Mumbai,400034,50.0,535.0,1730.0,2265.0,44.411764705882355
Maharashtra,Mumbai,400036,6.0,78.0,44.0,122.0,17.428571428571427
Maharashtra,Mumbai,400037,916.0,4398.0,11223.0,15621.0,17.034896401308615
Maharashtra,Mumbai,400042,89.0,839.0,3100.0,3939.0,43.766666666666666
Maharashtra,Mumbai,400043,898.0,8359.0,24802.0,33161.0,36.88654060066741
Maharashtra,Mumbai,400049,52.0,534.0,1241.0,1775.0,33.490566037735846
Maharashtra,Mumbai,400050,157.0,926.0,6523.0,7449.0,47.14556962025316
Maharashtra,Mumbai,400051,273.0,1662.0,9223.0,10885.0,39.72627737226277
Maharashtra,Mumbai,400052,76.0,578.0,2698.0,3276.0,42.54545454545455
Maharashtra,Mumbai,400053,146.0,979.0,3212.0,4191.0,28.510204081632654
Maharashtra,Mumbai,400054,103.0,1021.0,2716.0,3737.0,35.93269230769231
Maharashtra,Mumbai,400055,273.0,3024.0,9461.0,12485.0,45.565693430656935
Maharashtra,Mumbai,400056,92.0,816.0,2043.0,2859.0,30.741935483870968
