state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_updates,total_enrollments
Tamil Nadu,Kanniyakumari,629704,41.0,1.0,0.0,64.0,584.0,422.0,956.0,2026.0,42.0
Tamil Nadu,Kanniyakumari,629801,23.0,1.0,0.0,56.0,149.0,222.0,399.0,826.0,24.0
Tamil Nadu,Kanniyakumari,629802,48.0,2.0,0.0,172.0,831.0,662.0,1291.0,2956.0,50.0
Tamil Nadu,Kanniyakumari,629803,9.0,1.0,0.0,34.0,140.0,110.0,138.0,422.0,10.0
Tamil Nadu,Kanniyakumari,629804,20.0,1.0,0.0,111.0,342.0,317.0,528.0,1298.0,21.0
Tamil Nadu,Kanniyakumari,629805,7.0,1.0,0.0,21.0,27.0,38.0,91.0,177.0,8.0
Tamil Nadu,Kanniyakumari,629806,2.0,0.0,0.0,13.0,14.0,25.0,18.0,70.0,2.0
Tamil Nadu,Kanniyakumari,629809,17.0,0.0,0.0,81.0,304.0,233.0,461.0,1079.0,17.0
Tamil Nadu,Kanniyakumari,629810,7.0,0.0,0.0,29.0,65.0,105.0,120.0,319.0,7.0
Tamil Nadu,Kanniyakumari,629851,41.0,4.0,0.0,111.0,786.0,370.0,998.0,2265.0,45.0
Tamil Nadu,Kanniyakumari,629852,44.0,1.0,0.0,61.0,277.0,328.0,371.0,1037.0,45.0
Tamil Nadu,Kanniyakumari,629901,9.0,3.0,0.0,64.0,261.0,255.0,395.0,975.0,12.0
Tamil Nadu,Kanniyakumari,629902,1.0,0.0,0.0,0.0,25.0,4.0,16.0,45.0,1.0
Tamil Nadu,Kanyakumari,629001,47.0,6.0,1.0,172.0,959.0,761.0,488.0,2380.0,54.0
Tamil Nadu,Kanyakumari,629002,40.0,9.0,1.0,261.0,989.0,961.0,422.0,2633.0,50.0
Tamil Nadu,Kanyakumari,629003,40.0,4.0,0.0,118.0,508.0,451.0,266.0,1343.0,44.0
Tamil Nadu,Kanyakumari,629004,24.0,3.0,0.0,77.0,373.0,373.0,205.0,1028.0,27.0
Tamil Nadu,Kanyakumari,629101,13.0,0.0,0.0,16.0,55.0,131.0,28.0,230.0,13.0
Tamil Nadu,Kanyakumari,629102,1.0,0.0,1.0,0.0,5.0,10.0,0.0,15.0,2.0
Tamil Nadu,Kanyakumari,629151,50.0,2.0,0.0,71.0,303.0,454.0,161.0,989.0,52.0
Tamil Nadu,Kanyakumari,629152,25.0,3.0,0.0,28.0,227.0,404.0,110.0,769.0,28.0
Tamil Nadu,Kanyakumari,629153,49.0,0.0,0.0,57.0,210.0,398.0,160.0,825.0,49.0
Tamil Nadu,Kanyakumari,629154,22.0,1.0,0.0,25.0,89.0,197.0,62.0,373.0,23.0
Tamil Nadu,Kanyakumari,629155,4.0,0.0,0.0,16.0,22.0,51.0,14.0,103.0,4.0
Tamil Nadu,Kanyakumari,629156,19.0,1.0,0.0,31.0,94.0,107.0,13.0,245.0,20.0
Tamil Nadu,Kanyakumari,629157,66.0,2.0,0.0,102.0,340.0,568.0,151.0,1161.0,68.0
Tamil Nadu,Kanyakumari,629158,47.0,0.0,2.0,64.0,282.0,469.0,123.0,938.0,49.0
Tamil Nadu,Kanyakumari,629159,34.0,0.0,0.0,78.0,221.0,400.0,85.0,784.0,34.0
Tamil Nadu,Kanyakumari,629160,42.0,5.0,0.0,38.0,243.0,440.0,124.0,845.0,47.0
Tamil Nadu,Kanyakumari,629161,81.0,5.0,0.0,247.0,941.0,908.0,301.0,2397.0,86.0
Tamil Nadu,Kanyakumari,629162,28.0,0.0,0.0,28.0,167.0,305.0,115.0,615.0,28.0
Tamil Nadu,Kanyakumari,629163,34.0,0.0,0.0,87.0,416.0,566.0,196.0,1265.0,34.0
Tamil Nadu,Kanyakumari,629164,34.0,3.0,1.0,55.0,240.0,257.0,54.0,606.0,38.0
Tamil Nadu,Kanyakumari,629165,46.0,1.0,0.0,70.0,331.0,488.0,195.0,1084.0,47.0
Tamil Nadu,Kanyakumari,629166,45.0,2.0,5.0,120.0,435.0,475.0,93.0,1123.0,52.0
Tamil Nadu,Kanyakumari,629167,32.0,2.0,0.0,33.0,207.0,284.0,57.0,581.0,34.0
Tamil Nadu,Kanyakumari,629168,32.0,0.0,0.0,57.0,343.0,364.0,174.0,938.0,32.0
Tamil Nadu,Kanyakumari,629169,22.0,1.0,0.0,12.0,95.0,103.0,37.0,247.0,23.0
Tamil Nadu,Kanyakumari,629170,10.0,2.0,0.0,15.0,93.0,72.0,15.0,195.0,12.0
Tamil Nadu,Kanyakumari,629171,39.0,1.0,1.0,27.0,141.0,415.0,146.0,729.0,41.0
Tamil Nadu,Kanyakumari,629172,15.0,0.0,0.0,43.0,150.0,186.0,58.0,437.0,15.0
Tamil Nadu,Kanyakumari,629173,37.0,0.0,0.0,38.0,181.0,340.0,118.0,677.0,37.0
Tamil Nadu,Kanyakumari,629174,41.0,6.0,0.0,68.0,291.0,351.0,89.0,799.0,47.0
Tamil Nadu,Kanyakumari,629175,35.0,0.0,0.0,70.0,326.0,495.0,126.0,1017.0,35.0
Tamil Nadu,Kanyakumari,629176,6.0,0.0,0.0,23.0,55.0,129.0,35.0,242.0,6.0
Tamil Nadu,Kanyakumari,629177,89.0,1.0,4.0,113.0,437.0,953.0,199.0,1702.0,94.0
Tamil Nadu,Kanyakumari,629178,23.0,0.0,0.0,15.0,68.0,155.0,23.0,261.0,23.0
Tamil Nadu,Kanyakumari,629179,8.0,0.0,0.0,7.0,16.0,60.0,8.0,91.0,8.0
Tamil Nadu,Kanyakumari,629180,26.0,0.0,0.0,63.0,220.0,224.0,72.0,579.0,26.0
Tamil Nadu,Kanyakumari,629193,29.0,2.0,0.0,47.0,223.0,299.0,58.0,627.0,31.0
Tamil Nadu,Kanyakumari,629201,18.0,0.0,1.0,54.0,297.0,267.0,107.0,725.0,19.0
Tamil Nadu,Kanyakumari,629202,10.0,1.0,0.0,32.0,109.0,86.0,13.0,240.0,11.0
Tamil Nadu,Kanyakumari,629203,14.0,0.0,0.0,54.0,98.0,161.0,110.0,423.0,14.0
Tamil Nadu,Kanyakumari,629204,11.0,0.0,0.0,25.0,82.0,104.0,19.0,230.0,11.0
Tamil Nadu,Kanyakumari,629251,43.0,0.0,0.0,156.0,535.0,835.0,152.0,1678.0,43.0
Tamil Nadu,Kanyakumari,629252,42.0,2.0,0.0,74.0,193.0,546.0,177.0,990.0,44.0
Tamil Nadu,Kanyakumari,629301,21.0,3.0,0.0,33.0,157.0,316.0,138.0,644.0,24.0
Tamil Nadu,Kanyakumari,629302,22.0,2.0,0.0,61.0,253.0,322.0,148.0,784.0,24.0
Tamil Nadu,Kanyakumari,629305,1.0,0.0,0.0,2.0,4.0,12.0,1.0,19.0,1.0
Tamil Nadu,Kanyakumari,629401,15.0,0.0,0.0,43.0,179.0,245.0,135.0,602.0,15.0
Tamil Nadu,Kanyakumari,629402,19.0,0.0,0.0,9.0,80.0,101.0,59.0,249.0,19.0
Tamil Nadu,Kanyakumari,629403,13.0,1.0,0.0,9.0,41.0,51.0,14.0,115.0,14.0
Tamil Nadu,Kanyakumari,629501,44.0,2.0,0.0,144.0,574.0,532.0,278.0,1528.0,46.0
Tamil Nadu,Kanyakumari,629502,28.0,1.0,0.0,47.0,151.0,209.0,153.0,560.0,29.0
Tamil Nadu,Kanyakumari,629601,16.0,3.0,0.0,80.0,349.0,255.0,153.0,837.0,19.0
Tamil Nadu,Kanyakumari,629602,26.0,1.0,0.0,105.0,425.0,348.0,236.0,1114.0,27.0
Tamil Nadu,Kanyakumari,629701,15.0,1.0,0.0,47.0,160.0,218.0,84.0,509.0,16.0
Tamil Nadu,Kanyakumari,629702,53.0,2.0,0.0,74.0,368.0,616.0,238.0,1296.0,55.0
Tamil Nadu,Kanyakumari,629703,8.0,1.0,0.0,22.0,80.0,184.0,90.0,376.0,9.0
Tamil Nadu,Kanyakumari,629704,18.0,1.0,0.0,62.0,327.0,248.0,145.0,782.0,19.0
Tamil Nadu,Kanyakumari,629801,15.0,1.0,0.0,61.0,154.0,183.0,107.0,505.0,16.0
Tamil Nadu,Kanyakumari,629802,67.0,4.0,0.0,125.0,465.0,688.0,347.0,1625.0,71.0
Tamil Nadu,Kanyakumari,629803,16.0,0.0,0.0,19.0,68.0,71.0,11.0,169.0,16.0
Tamil Nadu,Kanyakumari,629804,18.0,1.0,0.0,57.0,188.0,262.0,81.0,588.0,19.0
Tamil Nadu,Kanyakumari,629805,3.0,0.0,0.0,3.0,3.0,15.0,2.0,23.0,3.0
Tamil Nadu,Kanyakumari,629809,20.0,0.0,0.0,47.0,132.0,212.0,122.0,513.0,20.0
Tamil Nadu,Kanyakumari,629810,15.0,0.0,0.0,14.0,48.0,93.0,16.0,171.0,15.0
Tamil Nadu,Kanyakumari,629851,28.0,2.0,0.0,69.0,338.0,419.0,123.0,949.0,30.0
Tamil Nadu,Kanyakumari,629852,16.0,1.0,0.0,50.0,233.0,279.0,78.0,640.0,17.0
Tamil Nadu,Kanyakumari,629901,26.0,0.0,0.0,48.0,282.0,234.0,99.0,663.0,26.0
Tamil Nadu,Karur,621301,151.0,37.0,0.0,73.0,643.0,1279.0,1482.0,3477.0,188.0
Tamil Nadu,Karur,621311,133.0,35.0,0.0,73.0,659.0,1421.0,1490.0,3643.0,168.0
Tamil Nadu,Karur,621313,392.0,79.0,0.0,316.0,1579.0,2809.0,2497.0,7201.0,471.0
Tamil Nadu,Karur,621315,17.0,5.0,0.0,5.0,60.0,149.0,133.0,347.0,22.0
Tamil Nadu,Karur,638151,12.0,1.0,0.0,13.0,65.0,101.0,78.0,257.0,13.0
Tamil Nadu,Karur,639001,86.0,20.0,0.0,135.0,1133.0,1157.0,1261.0,3686.0,106.0
Tamil Nadu,Karur,639002,173.0,26.0,0.0,308.0,2206.0,1351.0,1912.0,5777.0,199.0
Tamil Nadu,Karur,639003,78.0,12.0,0.0,126.0,760.0,700.0,925.0,2511.0,90.0
Tamil Nadu,Karur,639004,150.0,26.0,0.0,223.0,1524.0,1527.0,1851.0,5125.0,176.0
Tamil Nadu,Karur,639005,143.0,18.0,0.0,140.0,880.0,1079.0,1302.0,3401.0,161.0
Tamil Nadu,Karur,639006,136.0,24.0,0.0,363.0,2294.0,1230.0,1336.0,5223.0,160.0
Tamil Nadu,Karur,639007,12.0,0.0,0.0,18.0,107.0,83.0,74.0,282.0,12.0
Tamil Nadu,Karur,639008,10.0,1.0,0.0,19.0,94.0,12.0,9.0,134.0,11.0
Tamil Nadu,Karur,639102,152.0,47.0,0.0,113.0,862.0,917.0,936.0,2828.0,199.0
Tamil Nadu,Karur,639103,20.0,5.0,0.0,16.0,58.0,151.0,245.0,470.0,25.0
Tamil Nadu,Karur,639104,71.0,9.0,1.0,57.0,427.0,585.0,786.0,1855.0,81.0
Tamil Nadu,Karur,639105,129.0,16.0,0.0,121.0,784.0,894.0,1034.0,2833.0,145.0
Tamil Nadu,Karur,639106,4.0,0.0,0.0,0.0,16.0,5.0,14.0,35.0,4.0
Tamil Nadu,Karur,639107,100.0,11.0,0.0,78.0,530.0,608.0,837.0,2053.0,111.0
Tamil Nadu,Karur,639108,57.0,10.0,0.0,34.0,180.0,386.0,386.0,986.0,67.0
Tamil Nadu,Karur,639109,35.0,11.0,0.0,40.0,156.0,320.0,327.0,843.0,46.0
Tamil Nadu,Karur,639110,190.0,28.0,1.0,161.0,1170.0,1151.0,1710.0,4192.0,219.0
Tamil Nadu,Karur,639111,34.0,5.0,0.0,32.0,199.0,429.0,378.0,1038.0,39.0
Tamil Nadu,Karur,639113,75.0,8.0,0.0,100.0,931.0,685.0,566.0,2282.0,83.0
Tamil Nadu,Karur,639114,96.0,21.0,0.0,121.0,792.0,885.0,1018.0,2816.0,117.0
Tamil Nadu,Karur,639116,37.0,3.0,0.0,27.0,226.0,314.0,350.0,917.0,40.0
Tamil Nadu,Karur,639117,70.0,8.0,1.0,97.0,905.0,613.0,519.0,2134.0,79.0
Tamil Nadu,Karur,639118,90.0,23.0,0.0,54.0,307.0,720.0,756.0,1837.0,113.0
Tamil Nadu,Karur,639119,139.0,28.0,0.0,80.0,483.0,1236.0,824.0,2623.0,167.0
Tamil Nadu,Karur,639120,229.0,61.0,0.0,224.0,1133.0,1542.0,1664.0,4563.0,290.0
Tamil Nadu,Karur,639136,24.0,5.0,0.0,40.0,175.0,232.0,218.0,665.0,29.0
Tamil Nadu,Karur,639201,46.0,16.0,0.0,48.0,287.0,410.0,459.0,1204.0,62.0
Tamil Nadu,Karur,639202,36.0,7.0,0.0,26.0,199.0,323.0,326.0,874.0,43.0
Tamil Nadu,Karur,639203,10.0,4.0,0.0,15.0,143.0,251.0,239.0,648.0,14.0
Tamil Nadu,Karur,639205,91.0,19.0,0.0,120.0,892.0,1007.0,796.0,2815.0,110.0
Tamil Nadu,Karur,639206,22.0,5.0,0.0,40.0,157.0,316.0,417.0,930.0,27.0
Tamil Nadu,Karur,639207,112.0,20.0,0.0,134.0,737.0,1006.0,767.0,2644.0,132.0
Tamil Nadu,Krishnagiri,635001,280.0,42.0,1.0,908.0,3934.0,6152.0,3934.0,14928.0,323.0
Tamil Nadu,Krishnagiri,635002,75.0,9.0,0.0,174.0,911.0,1214.0,874.0,3173.0,84.0
Tamil Nadu,Krishnagiri,635101,48.0,8.0,0.0,89.0,924.0,961.0,717.0,2691.0,56.0
Tamil Nadu,Krishnagiri,635102,95.0,64.0,0.0,193.0,1062.0,1959.0,1335.0,4549.0,159.0
Tamil Nadu,Krishnagiri,635103,52.0,9.0,0.0,159.0,1254.0,1046.0,769.0,3228.0,61.0
Tamil Nadu,Krishnagiri,635104,124.0,11.0,0.0,188.0,1245.0,2636.0,1439.0,5508.0,135.0
Tamil Nadu,Krishnagiri,635105,63.0,23.0,0.0,194.0,1245.0,1361.0,933.0,3733.0,86.0
Tamil Nadu,Krishnagiri,635106,29.0,1.0,0.0,29.0,172.0,396.0,325.0,922.0,30.0
Tamil Nadu,Krishnagiri,635107,244.0,48.0,0.0,462.0,3265.0,3984.0,2822.0,10533.0,292.0
Tamil Nadu,Krishnagiri,635108,69.0,11.0,0.0,115.0,445.0,1161.0,597.0,2318.0,80.0
Tamil Nadu,Krishnagiri,635109,395.0,135.0,0.0,1602.0,8539.0,7491.0,5144.0,22776.0,530.0
Tamil Nadu,Krishnagiri,635110,80.0,24.0,0.0,318.0,1611.0,1640.0,1019.0,4588.0,104.0
Tamil Nadu,Krishnagiri,635111,6.0,1.0,0.0,24.0,63.0,116.0,68.0,271.0,7.0
Tamil Nadu,Krishnagiri,635112,134.0,28.0,0.0,253.0,1273.0,3221.0,2504.0,7251.0,162.0
Tamil Nadu,Krishnagiri,635113,151.0,33.0,0.0,260.0,1837.0,2430.0,1718.0,6245.0,184.0
Tamil Nadu,Krishnagiri,635114,62.0,15.0,0.0,82.0,582.0,1097.0,790.0,2551.0,77.0
Tamil Nadu,Krishnagiri,635115,98.0,20.0,1.0,261.0,1538.0,2164.0,1156.0,5119.0,119.0
Tamil Nadu,Krishnagiri,635116,151.0,21.0,0.0,163.0,982.0,2362.0,1415.0,4922.0,172.0
Tamil Nadu,Krishnagiri,635117,210.0,54.0,3.0,392.0,2769.0,3071.0,1835.0,8067.0,267.0
Tamil Nadu,Krishnagiri,635118,86.0,37.0,0.0,150.0,1720.0,1423.0,1576.0,4869.0,123.0
Tamil Nadu,Krishnagiri,635119,53.0,13.0,2.0,91.0,568.0,1105.0,573.0,2337.0,68.0
Tamil Nadu,Krishnagiri,635120,81.0,7.0,0.0,219.0,1446.0,1329.0,771.0,3765.0,88.0
Tamil Nadu,Krishnagiri,635121,137.0,25.0,0.0,233.0,1506.0,3128.0,1492.0,6359.0,162.0
Tamil Nadu,Krishnagiri,635122,131.0,14.0,0.0,263.0,1631.0,1947.0,1188.0,5029.0,145.0
Tamil Nadu,Krishnagiri,635123,50.0,3.0,0.0,58.0,251.0,887.0,528.0,1724.0,53.0
Tamil Nadu,Krishnagiri,635124,25.0,6.0,0.0,38.0,201.0,346.0,250.0,835.0,31.0
Tamil Nadu,Krishnagiri,635126,115.0,32.0,1.0,479.0,2234.0,2322.0,1466.0,6501.0,148.0
Tamil Nadu,Krishnagiri,635201,78.0,10.0,0.0,95.0,438.0,1168.0,770.0,2471.0,88.0
Tamil Nadu,Krishnagiri,635203,169.0,29.0,0.0,375.0,2678.0,3330.0,1815.0,8198.0,198.0
Tamil Nadu,Krishnagiri,635204,62.0,10.0,0.0,115.0,794.0,1346.0,979.0,3234.0,72.0
Tamil Nadu,Krishnagiri,635206,145.0,28.0,0.0,198.0,854.0,1992.0,1714.0,4758.0,173.0
Tamil Nadu,Krishnagiri,635207,164.0,25.0,0.0,337.0,1648.0,2427.0,1433.0,5845.0,189.0
Tamil Nadu,Krishnagiri,635304,92.0,35.0,0.0,165.0,627.0,1521.0,876.0,3189.0,127.0
Tamil Nadu,Krishnagiri,635306,123.0,19.0,0.0,146.0,868.0,1497.0,804.0,3315.0,142.0
Tamil Nadu,Krishnagiri,635307,248.0,46.0,0.0,361.0,1144.0,2368.0,1299.0,5172.0,294.0
Tamil Nadu,Krishnagiri,636806,6.0,8.0,0.0,25.0,161.0,229.0,275.0,690.0,14.0
Tamil Nadu,Krishnagiri,636812,4.0,0.0,0.0,1.0,21.0,34.0,18.0,74.0,4.0
Tamil Nadu,Krishnagiri,636902,22.0,6.0,0.0,57.0,171.0,484.0,214.0,926.0,28.0
Tamil Nadu,Madurai,624401,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
Tamil Nadu,Madurai,625001,361.0,50.0,3.0,540.0,4110.0,4247.0,5573.0,14470.0,414.0
Tamil Nadu,Madurai,625002,261.0,26.0,0.0,453.0,2842.0,3145.0,5570.0,12010.0,287.0
Tamil Nadu,Madurai,625003,144.0,23.0,0.0,292.0,2345.0,2398.0,2387.0,7422.0,167.0
Tamil Nadu,Madurai,625004,52.0,7.0,0.0,111.0,762.0,748.0,663.0,2284.0,59.0
Tamil Nadu,Madurai,625005,154.0,4.0,0.0,393.0,1841.0,1859.0,1899.0,5992.0,158.0
Tamil Nadu,Madurai,625006,129.0,9.0,0.0,387.0,1133.0,2005.0,1536.0,5061.0,138.0
Tamil Nadu,Madurai,625007,188.0,23.0,3.0,314.0,2311.0,1942.0,2281.0,6848.0,214.0
Tamil Nadu,Madurai,625008,68.0,7.0,0.0,132.0,527.0,910.0,631.0,2200.0,75.0
Tamil Nadu,Madurai,625009,415.0,41.0,2.0,895.0,5581.0,5801.0,6231.0,18508.0,458.0
Tamil Nadu,Madurai,625011,260.0,25.0,0.0,311.0,2393.0,3334.0,3728.0,9766.0,285.0
Tamil Nadu,Madurai,625012,184.0,19.0,0.0,509.0,3203.0,3588.0,3503.0,10803.0,203.0
Tamil Nadu,Madurai,625014,187.0,22.0,0.0,562.0,3593.0,2581.0,3623.0,10359.0,209.0
Tamil Nadu,Madurai,625016,521.0,59.0,0.0,866.0,7159.0,5724.0,6724.0,20473.0,580.0
Tamil Nadu,Madurai,625017,308.0,29.0,14.0,381.0,2355.0,2155.0,3176.0,8067.0,351.0
Tamil Nadu,Madurai,625018,304.0,39.0,0.0,453.0,2486.0,2561.0,4081.0,9581.0,343.0
Tamil Nadu,Madurai,625019,149.0,22.0,0.0,215.0,1533.0,1291.0,1411.0,4450.0,171.0
Tamil Nadu,Madurai,625020,402.0,39.0,1.0,1094.0,6674.0,4075.0,4987.0,16830.0,442.0
Tamil Nadu,Madurai,625021,34.0,2.0,0.0,70.0,223.0,566.0,509.0,1368.0,36.0
Tamil Nadu,Madurai,625022,169.0,10.0,0.0,298.0,1212.0,2729.0,1817.0,6056.0,179.0
Tamil Nadu,Madurai,625023,2.0,0.0,0.0,3.0,13.0,2.0,0.0,18.0,2.0
Tamil Nadu,Madurai,625101,181.0,29.0,0.0,196.0,1056.0,1246.0,2411.0,4909.0,210.0
Tamil Nadu,Madurai,625102,36.0,6.0,0.0,54.0,230.0,578.0,531.0,1393.0,42.0
Tamil Nadu,Madurai,625103,222.0,29.0,0.0,217.0,1005.0,1374.0,1858.0,4454.0,251.0
Tamil Nadu,Madurai,625104,58.0,7.0,0.0,63.0,377.0,541.0,707.0,1688.0,65.0
Tamil Nadu,Madurai,625105,47.0,14.0,0.0,78.0,281.0,726.0,866.0,1951.0,61.0
Tamil Nadu,Madurai,625106,319.0,38.0,12.0,548.0,2744.0,2839.0,3299.0,9430.0,369.0
Tamil Nadu,Madurai,625107,156.0,25.0,1.0,435.0,2503.0,1759.0,1876.0,6573.0,182.0
Tamil Nadu,Madurai,625108,40.0,6.0,0.0,60.0,271.0,668.0,1010.0,2009.0,46.0
Tamil Nadu,Madurai,625109,205.0,9.0,0.0,227.0,1465.0,1443.0,1533.0,4668.0,214.0
Tamil Nadu,Madurai,625110,61.0,4.0,0.0,56.0,217.0,495.0,651.0,1419.0,65.0
Tamil Nadu,Madurai,625122,50.0,13.0,0.0,65.0,299.0,602.0,720.0,1686.0,63.0
Tamil Nadu,Madurai,625201,87.0,18.0,0.0,131.0,761.0,964.0,1131.0,2987.0,105.0
Tamil Nadu,Madurai,625205,67.0,8.0,0.0,38.0,198.0,440.0,392.0,1068.0,75.0
Tamil Nadu,Madurai,625207,125.0,28.0,0.0,112.0,726.0,968.0,1274.0,3080.0,153.0
Tamil Nadu,Madurai,625209,2.0,2.0,0.0,6.0,26.0,57.0,17.0,106.0,4.0
Tamil Nadu,Madurai,625214,71.0,9.0,0.0,88.0,357.0,894.0,632.0,1971.0,80.0
Tamil Nadu,Madurai,625218,174.0,47.0,0.0,180.0,1053.0,1971.0,1463.0,4667.0,221.0
Tamil Nadu,Madurai,625221,67.0,8.0,0.0,73.0,340.0,833.0,631.0,1877.0,75.0
Tamil Nadu,Madurai,625234,96.0,14.0,0.0,91.0,384.0,743.0,624.0,1842.0,110.0
Tamil Nadu,Madurai,625301,126.0,13.0,0.0,145.0,933.0,1674.0,3478.0,6230.0,139.0
Tamil Nadu,Madurai,625402,130.0,19.0,0.0,238.0,1381.0,1588.0,1603.0,4810.0,149.0
Tamil Nadu,Madurai,625501,151.0,16.0,0.0,265.0,1183.0,1379.0,1270.0,4097.0,167.0
Tamil Nadu,Madurai,625502,15.0,1.0,0.0,33.0,108.0,144.0,132.0,417.0,16.0
Tamil Nadu,Madurai,625503,209.0,14.0,2.0,254.0,959.0,1794.0,1585.0,4592.0,225.0
Tamil Nadu,Madurai,625514,154.0,20.0,0.0,323.0,1825.0,2612.0,3634.0,8394.0,174.0
Tamil Nadu,Madurai,625527,81.0,12.0,1.0,79.0,414.0,1026.0,1717.0,3236.0,94.0
Tamil Nadu,Madurai,625529,63.0,10.0,0.0,70.0,469.0,776.0,777.0,2092.0,73.0
Tamil Nadu,Madurai,625532,340.0,23.0,0.0,422.0,2729.0,3559.0,3020.0,9730.0,363.0
Tamil Nadu,Madurai,625535,128.0,28.0,0.0,308.0,2172.0,2337.0,2412.0,7229.0,156.0
Tamil Nadu,Madurai,625536,2.0,0.0,0.0,0.0,11.0,17.0,4.0,32.0,2.0
Tamil Nadu,Madurai,625537,149.0,28.0,0.0,121.0,1316.0,1229.0,1127.0,3793.0,177.0
Tamil Nadu,Madurai,625701,83.0,11.0,0.0,239.0,1043.0,1029.0,1062.0,3373.0,94.0
Tamil Nadu,Madurai,625702,124.0,14.0,0.0,180.0,933.0,1279.0,1475.0,3867.0,138.0
Tamil Nadu,Madurai,625703,159.0,12.0,0.0,223.0,1111.0,1223.0,1876.0,4433.0,171.0
Tamil Nadu,Madurai,625704,82.0,4.0,0.0,80.0,645.0,764.0,588.0,2077.0,86.0
Tamil Nadu,Madurai,625705,96.0,7.0,0.0,255.0,1133.0,1311.0,1968.0,4667.0,103.0
Tamil Nadu,Madurai,625706,356.0,19.0,0.0,808.0,5515.0,4922.0,3088.0,14333.0,375.0
Tamil Nadu,Madurai,625707,35.0,1.0,0.0,57.0,252.0,520.0,538.0,1367.0,36.0
Tamil Nadu,Madurai,625708,35.0,2.0,0.0,33.0,198.0,214.0,285.0,730.0,37.0
Tamil Nadu,Mayiladuthurai,609001,45.0,4.0,0.0,109.0,746.0,598.0,172.0,1625.0,49.0
Tamil Nadu,Mayiladuthurai,609003,11.0,1.0,0.0,6.0,77.0,68.0,25.0,176.0,12.0
Tamil Nadu,Mayiladuthurai,609101,28.0,3.0,0.0,51.0,276.0,198.0,58.0,583.0,31.0
Tamil Nadu,Mayiladuthurai,609102,20.0,1.0,0.0,18.0,140.0,125.0,37.0,320.0,21.0
Tamil Nadu,Mayiladuthurai,609103,9.0,2.0,0.0,0.0,15.0,24.0,3.0,42.0,11.0
Tamil Nadu,Mayiladuthurai,609104,6.0,1.0,0.0,7.0,40.0,68.0,7.0,122.0,7.0
Tamil Nadu,Mayiladuthurai,609105,24.0,0.0,0.0,8.0,99.0,91.0,40.0,238.0,24.0
Tamil Nadu,Mayiladuthurai,609106,23.0,4.0,0.0,6.0,52.0,127.0,39.0,224.0,27.0
Tamil Nadu,Mayiladuthurai,609107,5.0,1.0,0.0,2.0,36.0,20.0,9.0,67.0,6.0
Tamil Nadu,Mayiladuthurai,609108,14.0,1.0,0.0,10.0,107.0,131.0,31.0,279.0,15.0
Tamil Nadu,Mayiladuthurai,609109,9.0,4.0,0.0,13.0,54.0,98.0,25.0,190.0,13.0
Tamil Nadu,Mayiladuthurai,609110,7.0,1.0,0.0,16.0,87.0,82.0,15.0,200.0,8.0
Tamil Nadu,Mayiladuthurai,609111,7.0,3.0,0.0,14.0,96.0,109.0,50.0,269.0,10.0
Tamil Nadu,Mayiladuthurai,609112,3.0,0.0,0.0,3.0,19.0,19.0,7.0,48.0,3.0
Tamil Nadu,Mayiladuthurai,609113,15.0,1.0,0.0,13.0,87.0,127.0,37.0,264.0,16.0
Tamil Nadu,Mayiladuthurai,609114,7.0,3.0,0.0,5.0,60.0,63.0,20.0,148.0,10.0
Tamil Nadu,Mayiladuthurai,609115,3.0,0.0,1.0,3.0,23.0,20.0,3.0,49.0,4.0
Tamil Nadu,Mayiladuthurai,609116,5.0,1.0,0.0,3.0,33.0,47.0,11.0,94.0,6.0
Tamil Nadu,Mayiladuthurai,609117,6.0,5.0,0.0,12.0,60.0,83.0,24.0,179.0,11.0
Tamil Nadu,Mayiladuthurai,609118,18.0,3.0,0.0,20.0,78.0,81.0,11.0,190.0,21.0
Tamil Nadu,Mayiladuthurai,609201,3.0,2.0,0.0,3.0,18.0,26.0,3.0,50.0,5.0
Tamil Nadu,Mayiladuthurai,609202,8.0,2.0,0.0,14.0,54.0,78.0,10.0,156.0,10.0
Tamil Nadu,Mayiladuthurai,609203,22.0,3.0,0.0,24.0,84.0,136.0,13.0,257.0,25.0
Tamil Nadu,Mayiladuthurai,609205,10.0,1.0,0.0,4.0,34.0,25.0,4.0,67.0,11.0
Tamil Nadu,Mayiladuthurai,609301,13.0,2.0,0.0,10.0,64.0,97.0,17.0,188.0,15.0
Tamil Nadu,Mayiladuthurai,609302,7.0,0.0,0.0,1.0,31.0,44.0,1.0,77.0,7.0
Tamil Nadu,Mayiladuthurai,609303,3.0,1.0,0.0,1.0,16.0,8.0,4.0,29.0,4.0
Tamil Nadu,Mayiladuthurai,609304,8.0,1.0,0.0,7.0,53.0,68.0,12.0,140.0,9.0
Tamil Nadu,Mayiladuthurai,609305,4.0,0.0,0.0,4.0,27.0,66.0,9.0,106.0,4.0
Tamil Nadu,Mayiladuthurai,609306,9.0,0.0,0.0,3.0,26.0,28.0,5.0,62.0,9.0
Tamil Nadu,Mayiladuthurai,609307,11.0,2.0,0.0,14.0,86.0,149.0,44.0,293.0,13.0
Tamil Nadu,Mayiladuthurai,609308,6.0,0.0,0.0,8.0,59.0,25.0,9.0,101.0,6.0
