state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrollments,demo_age_5_17,demo_age_17_,total_demo_updates,bio_age_5_17,bio_age_17_,total_bio_updates,update_intensity,child_enr_share
Kerala,Idukki,685508,15.0,4.0,0.0,19.0,15.0,137.0,152.0,167.0,336.0,503.0,32.75,0.75
Kerala,Idukki,685509,37.0,8.0,1.0,46.0,68.0,514.0,582.0,773.0,1088.0,1861.0,51.97872340425532,0.7872340425531915
Kerala,Idukki,685511,33.0,7.0,2.0,42.0,21.0,204.0,225.0,350.0,484.0,834.0,24.627906976744185,0.7674418604651163
Kerala,Idukki,685512,10.0,3.0,0.0,13.0,13.0,77.0,90.0,170.0,167.0,337.0,30.5,0.7142857142857143
Kerala,Idukki,685514,34.0,9.0,1.0,44.0,36.0,282.0,318.0,520.0,680.0,1200.0,33.733333333333334,0.7555555555555555
Kerala,Idukki,685515,76.0,9.0,2.0,87.0,104.0,1075.0,1179.0,1045.0,1405.0,2450.0,41.23863636363637,0.8636363636363636
Kerala,Idukki,685531,32.0,2.0,2.0,36.0,34.0,248.0,282.0,299.0,526.0,825.0,29.91891891891892,0.8648648648648649
Kerala,Idukki,685532,14.0,6.0,0.0,20.0,16.0,167.0,183.0,287.0,299.0,586.0,36.61904761904762,0.6666666666666666
Kerala,Idukki,685533,58.0,4.0,0.0,62.0,69.0,530.0,599.0,860.0,1651.0,2511.0,49.36507936507937,0.9206349206349206
Kerala,Idukki,685535,12.0,1.0,0.0,13.0,21.0,165.0,186.0,203.0,301.0,504.0,49.285714285714285,0.8571428571428571
Kerala,Idukki,685551,50.0,10.0,1.0,61.0,58.0,489.0,547.0,696.0,1123.0,1819.0,38.16129032258065,0.8064516129032258
Kerala,Idukki,685552,59.0,5.0,2.0,66.0,52.0,608.0,660.0,784.0,787.0,1571.0,33.298507462686565,0.8805970149253731
Kerala,Idukki,685553,65.0,9.0,0.0,74.0,48.0,379.0,427.0,652.0,894.0,1546.0,26.30666666666667,0.8666666666666667
Kerala,Idukki,685554,19.0,4.0,0.0,23.0,14.0,119.0,133.0,126.0,162.0,288.0,17.541666666666668,0.7916666666666666
Kerala,Idukki,685561,73.0,14.0,2.0,89.0,122.0,980.0,1102.0,1101.0,1278.0,2379.0,38.67777777777778,0.8111111111111111
Kerala,Idukki,685562,5.0,1.0,0.0,6.0,13.0,75.0,88.0,97.0,105.0,202.0,41.42857142857143,0.7142857142857143
Kerala,Idukki,685563,12.0,3.0,0.0,15.0,15.0,137.0,152.0,215.0,306.0,521.0,42.0625,0.75
Kerala,Idukki,685564,2.0,2.0,0.0,4.0,0.0,11.0,11.0,8.0,13.0,21.0,6.4,0.4
Kerala,Idukki,685565,59.0,9.0,0.0,68.0,59.0,366.0,425.0,909.0,1333.0,2242.0,38.65217391304348,0.855072463768116
Kerala,Idukki,685566,14.0,2.0,0.0,16.0,19.0,169.0,188.0,277.0,400.0,677.0,50.88235294117647,0.8235294117647058
Kerala,Idukki,685571,27.0,1.0,0.0,28.0,11.0,126.0,137.0,270.0,389.0,659.0,27.448275862068964,0.9310344827586207
Kerala,Idukki,685581,29.0,8.0,1.0,38.0,26.0,261.0,287.0,377.0,648.0,1025.0,33.64102564102564,0.7435897435897436
Kerala,Idukki,685582,22.0,6.0,1.0,29.0,17.0,224.0,241.0,316.0,504.0,820.0,35.36666666666667,0.7333333333333333
Kerala,Idukki,685583,21.0,5.0,1.0,27.0,10.0,141.0,151.0,261.0,288.0,549.0,25.0,0.75
Kerala,Idukki,685584,11.0,8.0,1.0,20.0,15.0,220.0,235.0,177.0,338.0,515.0,35.714285714285715,0.5238095238095238
Kerala,Idukki,685585,45.0,10.0,1.0,56.0,28.0,400.0,428.0,482.0,654.0,1136.0,27.43859649122807,0.7894736842105263
Kerala,Idukki,685586,6.0,5.0,0.0,11.0,12.0,139.0,151.0,225.0,367.0,592.0,61.916666666666664,0.5
Kerala,Idukki,685587,17.0,4.0,0.0,21.0,14.0,136.0,150.0,175.0,258.0,433.0,26.5,0.7727272727272727
Kerala,Idukki,685588,57.0,13.0,3.0,73.0,43.0,509.0,552.0,621.0,880.0,1501.0,27.743243243243242,0.7702702702702703
Kerala,Idukki,685589,6.0,0.0,0.0,6.0,2.0,126.0,128.0,108.0,100.0,208.0,48.0,0.8571428571428571
Kerala,Idukki,685590,18.0,2.0,0.0,20.0,17.0,192.0,209.0,232.0,269.0,501.0,33.80952380952381,0.8571428571428571
Kerala,Idukki,685591,8.0,3.0,0.0,11.0,4.0,65.0,69.0,85.0,55.0,140.0,17.416666666666668,0.6666666666666666
Kerala,Idukki,685595,29.0,2.0,0.0,31.0,31.0,218.0,249.0,434.0,400.0,834.0,33.84375,0.90625
Kerala,Idukki,685601,1.0,0.0,0.0,1.0,1.0,50.0,51.0,15.0,19.0,34.0,42.5,0.5
Kerala,Idukki,685602,26.0,4.0,2.0,32.0,43.0,275.0,318.0,508.0,905.0,1413.0,52.45454545454545,0.7878787878787878
Kerala,Idukki,685604,28.0,9.0,1.0,38.0,28.0,190.0,218.0,476.0,694.0,1170.0,35.58974358974359,0.717948717948718
Kerala,Idukki,685605,37.0,12.0,0.0,49.0,26.0,321.0,347.0,433.0,656.0,1089.0,28.72,0.74
Kerala,Idukki,685606,32.0,7.0,1.0,40.0,38.0,333.0,371.0,475.0,642.0,1117.0,36.292682926829265,0.7804878048780488
Kerala,Idukki,685607,55.0,3.0,0.0,58.0,23.0,283.0,306.0,602.0,637.0,1239.0,26.1864406779661,0.9322033898305084
Kerala,Idukki,685608,26.0,12.0,0.0,38.0,30.0,366.0,396.0,549.0,659.0,1208.0,41.12820512820513,0.6666666666666666
Kerala,Idukki,685609,3.0,1.0,0.0,4.0,5.0,59.0,64.0,1.0,4.0,5.0,13.8,0.6
Kerala,Idukki,685612,52.0,7.0,0.0,59.0,99.0,634.0,733.0,631.0,862.0,1493.0,37.1,0.8666666666666667
Kerala,Idukki,685613,3.0,0.0,0.0,3.0,14.0,52.0,66.0,45.0,53.0,98.0,41.0,0.75
Kerala,Idukki,685614,5.0,2.0,0.0,7.0,8.0,26.0,34.0,18.0,32.0,50.0,10.5,0.625
Kerala,Idukki,685615,9.0,3.0,0.0,12.0,15.0,119.0,134.0,187.0,188.0,375.0,39.15384615384615,0.6923076923076923
Kerala,Idukki,685616,5.0,1.0,0.0,6.0,2.0,49.0,51.0,50.0,34.0,84.0,19.285714285714285,0.7142857142857143
Kerala,Idukki,685618,13.0,1.0,0.0,14.0,7.0,112.0,119.0,194.0,225.0,419.0,35.86666666666667,0.8666666666666667
Kerala,Idukki,685619,29.0,6.0,0.0,35.0,27.0,379.0,406.0,496.0,801.0,1297.0,47.30555555555556,0.8055555555555556
Kerala,Idukki,685620,13.0,1.0,1.0,15.0,22.0,238.0,260.0,448.0,1242.0,1690.0,121.875,0.8125
Kerala,Idukki,686513,5.0,4.0,1.0,10.0,2.0,55.0,57.0,49.0,45.0,94.0,13.727272727272727,0.45454545454545453
Kerala,Idukki,686514,7.0,6.0,0.0,13.0,16.0,93.0,109.0,100.0,151.0,251.0,25.714285714285715,0.5
Kerala,Kannur,670001,4.0,5.0,7.0,16.0,10.0,98.0,108.0,108.0,282.0,390.0,29.294117647058822,0.23529411764705882
Kerala,Kannur,670002,9.0,20.0,3.0,32.0,12.0,160.0,172.0,210.0,465.0,675.0,25.666666666666668,0.2727272727272727
Kerala,Kannur,670003,48.0,60.0,22.0,130.0,76.0,872.0,948.0,688.0,1025.0,1713.0,20.31297709923664,0.366412213740458
Kerala,Kannur,670004,17.0,6.0,5.0,28.0,12.0,255.0,267.0,265.0,616.0,881.0,39.58620689655172,0.5862068965517241
Kerala,Kannur,670005,38.0,21.0,5.0,64.0,51.0,689.0,740.0,576.0,838.0,1414.0,33.13846153846154,0.5846153846153846
Kerala,Kannur,670006,30.0,16.0,5.0,51.0,40.0,425.0,465.0,479.0,895.0,1374.0,35.36538461538461,0.5769230769230769
Kerala,Kannur,670007,34.0,14.0,0.0,48.0,29.0,304.0,333.0,368.0,741.0,1109.0,29.428571428571427,0.6938775510204082
Kerala,Kannur,670008,13.0,3.0,0.0,16.0,12.0,131.0,143.0,203.0,296.0,499.0,37.76470588235294,0.7647058823529411
Kerala,Kannur,670009,63.0,22.0,3.0,88.0,68.0,849.0,917.0,820.0,1261.0,2081.0,33.68539325842696,0.7078651685393258
Kerala,Kannur,670010,24.0,6.0,2.0,32.0,17.0,217.0,234.0,277.0,524.0,801.0,31.363636363636363,0.7272727272727273
Kerala,Kannur,670011,45.0,21.0,4.0,70.0,35.0,612.0,647.0,668.0,1169.0,1837.0,34.985915492957744,0.6338028169014085
Kerala,Kannur,670012,9.0,8.0,8.0,25.0,27.0,216.0,243.0,197.0,390.0,587.0,31.923076923076923,0.34615384615384615
Kerala,Kannur,670014,17.0,16.0,3.0,36.0,12.0,231.0,243.0,329.0,487.0,816.0,28.62162162162162,0.4594594594594595
Kerala,Kannur,670017,4.0,1.0,0.0,5.0,5.0,31.0,36.0,8.0,27.0,35.0,11.833333333333334,0.6666666666666666
Kerala,Kannur,670018,11.0,9.0,2.0,22.0,12.0,149.0,161.0,220.0,364.0,584.0,32.391304347826086,0.4782608695652174
Kerala,Kannur,670101,24.0,16.0,3.0,43.0,26.0,361.0,387.0,265.0,468.0,733.0,25.454545454545453,0.5454545454545454
Kerala,Kannur,670102,38.0,36.0,4.0,78.0,41.0,575.0,616.0,599.0,941.0,1540.0,27.29113924050633,0.4810126582278481
Kerala,Kannur,670103,39.0,6.0,0.0,45.0,25.0,320.0,345.0,304.0,414.0,718.0,23.108695652173914,0.8478260869565217
Kerala,Kannur,670104,12.0,11.0,1.0,24.0,6.0,160.0,166.0,154.0,316.0,470.0,25.44,0.48
Kerala,Kannur,670105,34.0,11.0,2.0,47.0,27.0,346.0,373.0,296.0,475.0,771.0,23.833333333333332,0.7083333333333334
Kerala,Kannur,670106,24.0,13.0,1.0,38.0,17.0,269.0,286.0,235.0,319.0,554.0,21.53846153846154,0.6153846153846154
Kerala,Kannur,670107,17.0,3.0,2.0,22.0,9.0,168.0,177.0,140.0,256.0,396.0,24.91304347826087,0.7391304347826086
Kerala,Kannur,670141,61.0,52.0,2.0,115.0,55.0,1015.0,1070.0,959.0,1128.0,2087.0,27.21551724137931,0.5258620689655172
Kerala,Kannur,670142,86.0,51.0,3.0,140.0,105.0,1299.0,1404.0,1264.0,1581.0,2845.0,30.134751773049647,0.6099290780141844
Kerala,Kannur,670143,24.0,6.0,0.0,30.0,9.0,253.0,262.0,344.0,765.0,1109.0,44.225806451612904,0.7741935483870968
Kerala,Kannur,670301,52.0,43.0,6.0,101.0,60.0,1019.0,1079.0,929.0,1128.0,2057.0,30.745098039215687,0.5098039215686274
Kerala,Kannur,670302,19.0,33.0,5.0,57.0,46.0,415.0,461.0,304.0,512.0,816.0,22.017241379310345,0.3275862068965517
Kerala,Kannur,670303,17.0,5.0,5.0,27.0,30.0,294.0,324.0,226.0,340.0,566.0,31.785714285714285,0.6071428571428571
Kerala,Kannur,670304,14.0,32.0,3.0,49.0,40.0,451.0,491.0,468.0,697.0,1165.0,33.12,0.28
Kerala,Kannur,670305,25.0,17.0,4.0,46.0,30.0,360.0,390.0,431.0,535.0,966.0,28.851063829787233,0.5319148936170213
Kerala,Kannur,670306,60.0,11.0,1.0,72.0,64.0,648.0,712.0,673.0,1413.0,2086.0,38.32876712328767,0.821917808219178
Kerala,Kannur,670307,160.0,39.0,7.0,206.0,183.0,1806.0,1989.0,1962.0,2475.0,4437.0,31.043478260869566,0.7729468599033816
Kerala,Kannur,670308,40.0,15.0,5.0,60.0,58.0,616.0,674.0,422.0,413.0,835.0,24.737704918032787,0.6557377049180327
Kerala,Kannur,670309,33.0,11.0,2.0,46.0,25.0,397.0,422.0,450.0,434.0,884.0,27.78723404255319,0.7021276595744681
Kerala,Kannur,670325,6.0,35.0,2.0,43.0,21.0,229.0,250.0,183.0,366.0,549.0,18.15909090909091,0.13636363636363635
Kerala,Kannur,670327,9.0,2.0,0.0,11.0,15.0,121.0,136.0,86.0,114.0,200.0,28.0,0.75
Kerala,Kannur,670331,32.0,12.0,0.0,44.0,31.0,413.0,444.0,511.0,539.0,1050.0,33.2,0.7111111111111111
Kerala,Kannur,670334,17.0,10.0,1.0,28.0,23.0,285.0,308.0,350.0,259.0,609.0,31.620689655172413,0.5862068965517241
Kerala,Kannur,670353,16.0,3.0,2.0,21.0,24.0,121.0,145.0,209.0,225.0,434.0,26.318181818181817,0.7272727272727273
Kerala,Kannur,670358,8.0,3.0,2.0,13.0,2.0,146.0,148.0,104.0,169.0,273.0,30.071428571428573,0.5714285714285714
Kerala,Kannur,670501,42.0,3.0,0.0,45.0,40.0,389.0,429.0,517.0,750.0,1267.0,36.869565217391305,0.9130434782608695
Kerala,Kannur,670502,34.0,17.0,3.0,54.0,67.0,728.0,795.0,542.0,471.0,1013.0,32.872727272727275,0.6181818181818182
Kerala,Kannur,670503,4.0,0.0,0.0,4.0,11.0,56.0,67.0,23.0,71.0,94.0,32.2,0.8
Kerala,Kannur,670504,9.0,1.0,0.0,10.0,25.0,111.0,136.0,66.0,45.0,111.0,22.454545454545453,0.8181818181818182
Kerala,Kannur,670511,58.0,8.0,0.0,66.0,30.0,358.0,388.0,577.0,1004.0,1581.0,29.388059701492537,0.8656716417910447
Kerala,Kannur,670521,40.0,9.0,0.0,49.0,33.0,432.0,465.0,446.0,422.0,868.0,26.66,0.8
Kerala,Kannur,670561,53.0,28.0,5.0,86.0,45.0,719.0,764.0,706.0,1188.0,1894.0,30.551724137931036,0.6091954022988506
Kerala,Kannur,670562,36.0,21.0,3.0,60.0,25.0,347.0,372.0,402.0,427.0,829.0,19.688524590163933,0.5901639344262295
Kerala,Kannur,670563,10.0,4.0,3.0,17.0,8.0,96.0,104.0,139.0,99.0,238.0,19.0,0.5555555555555556
Kerala,Kannur,670567,4.0,0.0,0.0,4.0,0.0,32.0,32.0,11.0,7.0,18.0,10.0,0.8
Kerala,Kannur,670571,63.0,14.0,2.0,79.0,63.0,808.0,871.0,889.0,1340.0,2229.0,38.75,0.7875
Kerala,Kannur,670581,48.0,22.0,1.0,71.0,23.0,383.0,406.0,721.0,1327.0,2048.0,34.083333333333336,0.6666666666666666
Kerala,Kannur,670582,44.0,6.0,0.0,50.0,45.0,602.0,647.0,482.0,765.0,1247.0,37.13725490196079,0.8627450980392157
Kerala,Kannur,670591,32.0,16.0,4.0,52.0,64.0,663.0,727.0,529.0,656.0,1185.0,36.075471698113205,0.6037735849056604
Kerala,Kannur,670592,59.0,35.0,2.0,96.0,90.0,822.0,912.0,936.0,949.0,1885.0,28.835051546391753,0.6082474226804123
Kerala,Kannur,670593,71.0,36.0,3.0,110.0,108.0,1151.0,1259.0,736.0,880.0,1616.0,25.9009009009009,0.6396396396396397
Kerala,Kannur,670594,36.0,29.0,5.0,70.0,100.0,910.0,1010.0,652.0,977.0,1629.0,37.16901408450704,0.5070422535211268
Kerala,Kannur,670595,41.0,18.0,1.0,60.0,50.0,584.0,634.0,489.0,377.0,866.0,24.59016393442623,0.6721311475409836
Kerala,Kannur,670601,82.0,32.0,3.0,117.0,146.0,1086.0,1232.0,851.0,1141.0,1992.0,27.322033898305083,0.6949152542372882
Kerala,Kannur,670602,58.0,25.0,2.0,85.0,87.0,739.0,826.0,702.0,532.0,1234.0,23.953488372093023,0.6744186046511628
Kerala,Kannur,670604,49.0,21.0,2.0,72.0,51.0,400.0,451.0,563.0,794.0,1357.0,24.767123287671232,0.6712328767123288
Kerala,Kannur,670611,21.0,10.0,0.0,31.0,35.0,369.0,404.0,409.0,313.0,722.0,35.1875,0.65625
Kerala,Kannur,670612,33.0,10.0,1.0,44.0,67.0,649.0,716.0,521.0,464.0,985.0,37.8,0.7333333333333333
Kerala,Kannur,670613,32.0,18.0,1.0,51.0,112.0,965.0,1077.0,557.0,665.0,1222.0,44.21153846153846,0.6153846153846154
Kerala,Kannur,670621,51.0,24.0,2.0,77.0,43.0,541.0,584.0,684.0,834.0,1518.0,26.94871794871795,0.6538461538461539
Kerala,Kannur,670622,34.0,13.0,0.0,47.0,96.0,650.0,746.0,547.0,846.0,1393.0,44.5625,0.7083333333333334
Kerala,Kannur,670631,70.0,31.0,4.0,105.0,83.0,932.0,1015.0,938.0,1295.0,2233.0,30.641509433962263,0.660377358490566
Kerala,Kannur,670632,22.0,4.0,2.0,28.0,32.0,318.0,350.0,294.0,664.0,958.0,45.10344827586207,0.7586206896551724
Kerala,Kannur,670633,27.0,9.0,0.0,36.0,52.0,367.0,419.0,325.0,546.0,871.0,34.86486486486486,0.7297297297297297
Kerala,Kannur,670641,31.0,7.0,1.0,39.0,22.0,242.0,264.0,257.0,602.0,859.0,28.075,0.775
Kerala,Kannur,670642,47.0,9.0,3.0,59.0,28.0,441.0,469.0,490.0,929.0,1419.0,31.466666666666665,0.7833333333333333
Kerala,Kannur,670643,156.0,33.0,6.0,195.0,129.0,1363.0,1492.0,1278.0,1573.0,2851.0,22.158163265306122,0.7959183673469388
Kerala,Kannur,670649,22.0,3.0,1.0,26.0,21.0,251.0,272.0,226.0,341.0,567.0,31.074074074074073,0.8148148148148148
Kerala,Kannur,670650,109.0,21.0,1.0,131.0,64.0,974.0,1038.0,745.0,1128.0,1873.0,22.053030303030305,0.8257575757575758
Kerala,Kannur,670651,16.0,3.0,0.0,19.0,22.0,280.0,302.0,262.0,413.0,675.0,48.85,0.8
Kerala,Kannur,670661,29.0,5.0,2.0,36.0,15.0,357.0,372.0,324.0,395.0,719.0,29.486486486486488,0.7837837837837838
Kerala,Kannur,670662,49.0,18.0,5.0,72.0,40.0,590.0,630.0,381.0,643.0,1024.0,22.65753424657534,0.6712328767123288
Kerala,Kannur,670663,26.0,16.0,0.0,42.0,12.0,389.0,401.0,414.0,646.0,1060.0,33.97674418604651,0.6046511627906976
Kerala,Kannur,670671,30.0,17.0,1.0,48.0,31.0,405.0,436.0,369.0,549.0,918.0,27.632653061224488,0.6122448979591837
Kerala,Kannur,670672,46.0,38.0,3.0,87.0,58.0,728.0,786.0,796.0,1433.0,2229.0,34.26136363636363,0.5227272727272727
Kerala,Kannur,670673,87.0,32.0,2.0,121.0,96.0,1330.0,1426.0,701.0,1121.0,1822.0,26.62295081967213,0.7131147540983607
Kerala,Kannur,670674,37.0,8.0,0.0,45.0,80.0,718.0,798.0,434.0,629.0,1063.0,40.45652173913044,0.8043478260869565
Kerala,Kannur,670675,27.0,18.0,1.0,46.0,38.0,371.0,409.0,358.0,684.0,1042.0,30.872340425531913,0.574468085106383
Kerala,Kannur,670676,37.0,16.0,0.0,53.0,26.0,526.0,552.0,265.0,301.0,566.0,20.703703703703702,0.6851851851851852
Kerala,Kannur,670691,60.0,12.0,1.0,73.0,47.0,554.0,601.0,552.0,858.0,1410.0,27.175675675675677,0.8108108108108109
Kerala,Kannur,670692,94.0,38.0,1.0,133.0,95.0,1252.0,1347.0,1055.0,1591.0,2646.0,29.79850746268657,0.7014925373134329
Kerala,Kannur,670693,89.0,24.0,2.0,115.0,39.0,1195.0,1234.0,731.0,967.0,1698.0,25.275862068965516,0.7672413793103449
Kerala,Kannur,670694,35.0,17.0,1.0,53.0,38.0,481.0,519.0,373.0,581.0,954.0,27.27777777777778,0.6481481481481481
Kerala,Kannur,670701,45.0,10.0,2.0,57.0,46.0,509.0,555.0,468.0,505.0,973.0,26.344827586206897,0.7758620689655172
Kerala,Kannur,670702,202.0,97.0,7.0,306.0,339.0,2791.0,3130.0,2281.0,2379.0,4660.0,25.37459283387622,0.6579804560260586
Kerala,Kannur,670703,57.0,30.0,0.0,87.0,41.0,555.0,596.0,820.0,1399.0,2219.0,31.988636363636363,0.6477272727272727
Kerala,Kannur,670704,74.0,17.0,2.0,93.0,100.0,1186.0,1286.0,790.0,1042.0,1832.0,33.170212765957444,0.7872340425531915
Kerala,Kannur,670705,47.0,9.0,0.0,56.0,32.0,424.0,456.0,469.0,719.0,1188.0,28.842105263157894,0.8245614035087719
Kerala,Kannur,670706,50.0,13.0,2.0,65.0,32.0,524.0,556.0,552.0,1133.0,1685.0,33.95454545454545,0.7575757575757576
Kerala,Kannur,670741,73.0,23.0,1.0,97.0,79.0,564.0,643.0,784.0,1265.0,2049.0,27.46938775510204,0.7448979591836735
Kerala,Kannur,673311,16.0,6.0,4.0,26.0,21.0,231.0,252.0,240.0,214.0,454.0,26.14814814814815,0.5925925925925926
Kerala,Kannur,673312,4.0,2.0,0.0,6.0,2.0,52.0,54.0,3.0,41.0,44.0,14.0,0.5714285714285714
Kerala,Kannur,673313,8.0,6.0,0.0,14.0,6.0,87.0,93.0,31.0,280.0,311.0,26.933333333333334,0.5333333333333333
Kerala,Kannur,673316,14.0,6.0,0.0,20.0,17.0,148.0,165.0,181.0,336.0,517.0,32.476190476190474,0.6666666666666666
Kerala,Kasaragod,670511,22.0,7.0,0.0,29.0,21.0,234.0,255.0,372.0,389.0,761.0,33.86666666666667,0.7333333333333333
Kerala,Kasaragod,671121,69.0,27.0,2.0,98.0,39.0,719.0,758.0,924.0,1120.0,2044.0,28.303030303030305,0.696969696969697
Kerala,Kasaragod,671122,30.0,11.0,4.0,45.0,20.0,253.0,273.0,314.0,417.0,731.0,21.82608695652174,0.6521739130434783
Kerala,Kasaragod,671123,124.0,55.0,2.0,181.0,52.0,885.0,937.0,1368.0,1719.0,3087.0,22.10989010989011,0.6813186813186813
Kerala,Kasaragod,671124,143.0,42.0,5.0,190.0,112.0,1532.0,1644.0,1736.0,2205.0,3941.0,29.240837696335078,0.7486910994764397
Kerala,Kasaragod,671310,87.0,28.0,2.0,117.0,130.0,1299.0,1429.0,1363.0,1210.0,2573.0,33.91525423728814,0.7372881355932204
Kerala,Kasaragod,671311,34.0,20.0,0.0,54.0,31.0,405.0,436.0,410.0,487.0,897.0,24.236363636363638,0.6181818181818182
Kerala,Kasaragod,671312,71.0,26.0,0.0,97.0,49.0,497.0,546.0,570.0,629.0,1199.0,17.806122448979593,0.7244897959183674
Kerala,Kasaragod,671313,87.0,14.0,4.0,105.0,113.0,871.0,984.0,1052.0,729.0,1781.0,26.08490566037736,0.8207547169811321
Kerala,Kasaragod,671314,184.0,40.0,1.0,225.0,167.0,1601.0,1768.0,3006.0,2219.0,5225.0,30.942477876106196,0.8141592920353983
Kerala,Kasaragod,671315,44.0,11.0,2.0,57.0,77.0,803.0,880.0,1082.0,722.0,1804.0,46.275862068965516,0.7586206896551724
Kerala,Kasaragod,671316,144.0,37.0,3.0,184.0,207.0,1729.0,1936.0,2223.0,1948.0,4171.0,33.01081081081081,0.7783783783783784
Kerala,Kasaragod,671317,92.0,33.0,3.0,128.0,52.0,858.0,910.0,1158.0,1370.0,2528.0,26.651162790697676,0.7131782945736435
Kerala,Kasaragod,671318,48.0,9.0,1.0,58.0,32.0,446.0,478.0,717.0,909.0,1626.0,35.66101694915254,0.8135593220338984
Kerala,Kasaragod,671319,51.0,22.0,1.0,74.0,51.0,522.0,573.0,888.0,1096.0,1984.0,34.093333333333334,0.68
Kerala,Kasaragod,671321,224.0,69.0,1.0,294.0,209.0,2040.0,2249.0,2693.0,2650.0,5343.0,25.735593220338984,0.7593220338983051
Kerala,Kasaragod,671322,100.0,32.0,1.0,133.0,129.0,974.0,1103.0,1183.0,1394.0,2577.0,27.46268656716418,0.746268656716418
Kerala,Kasaragod,671323,225.0,66.0,4.0,295.0,190.0,2027.0,2217.0,2540.0,2450.0,4990.0,24.347972972972972,0.7601351351351351
Kerala,Kasaragod,671324,82.0,30.0,4.0,116.0,64.0,541.0,605.0,848.0,949.0,1797.0,20.52991452991453,0.7008547008547008
Kerala,Kasaragod,671326,11.0,3.0,1.0,15.0,9.0,107.0,116.0,219.0,155.0,374.0,30.625,0.6875
Kerala,Kasaragod,671348,31.0,10.0,0.0,41.0,21.0,190.0,211.0,293.0,337.0,630.0,20.023809523809526,0.7380952380952381
Kerala,Kasaragod,671351,22.0,9.0,1.0,32.0,27.0,217.0,244.0,193.0,288.0,481.0,21.96969696969697,0.6666666666666666
Kerala,Kasaragod,671531,161.0,26.0,5.0,192.0,182.0,1676.0,1858.0,2728.0,2024.0,4752.0,34.248704663212436,0.8341968911917098
Kerala,Kasaragod,671532,60.0,7.0,5.0,72.0,70.0,519.0,589.0,915.0,776.0,1691.0,31.232876712328768,0.821917808219178
Kerala,Kasaragod,671533,48.0,18.0,0.0,66.0,48.0,415.0,463.0,861.0,679.0,1540.0,29.895522388059703,0.7164179104477612
Kerala,Kasaragod,671534,1.0,1.0,0.0,2.0,1.0,10.0,11.0,1.0,2.0,3.0,4.666666666666667,0.3333333333333333
Kerala,Kasaragod,671541,179.0,57.0,6.0,242.0,125.0,1878.0,2003.0,2281.0,2337.0,4618.0,27.246913580246915,0.7366255144032922
Kerala,Kasaragod,671542,70.0,21.0,0.0,91.0,32.0,558.0,590.0,850.0,668.0,1518.0,22.91304347826087,0.7608695652173914
Kerala,Kasaragod,671543,135.0,35.0,0.0,170.0,85.0,1146.0,1231.0,1951.0,1478.0,3429.0,27.251461988304094,0.7894736842105263
Kerala,Kasaragod,671551,56.0,14.0,2.0,72.0,38.0,323.0,361.0,899.0,1025.0,1924.0,31.301369863013697,0.7671232876712328
Kerala,Kasaragod,671552,60.0,18.0,2.0,80.0,68.0,632.0,700.0,668.0,1069.0,1737.0,30.08641975308642,0.7407407407407407
Kerala,Kasargod,670511,2.0,1.0,0.0,3.0,1.0,3.0,4.0,0.0,3.0,3.0,1.75,0.5
Kerala,Kasargod,671121,1.0,1.0,0.0,2.0,0.0,15.0,15.0,0.0,7.0,7.0,7.333333333333333,0.3333333333333333
Kerala,Kasargod,671124,2.0,0.0,0.0,2.0,0.0,18.0,18.0,0.0,17.0,17.0,11.666666666666666,0.6666666666666666
Kerala,Kasargod,671310,6.0,0.0,0.0,6.0,0.0,46.0,46.0,3.0,22.0,25.0,10.142857142857142,0.8571428571428571
Kerala,Kasargod,671311,3.0,1.0,0.0,4.0,2.0,26.0,28.0,1.0,9.0,10.0,7.6,0.6
Kerala,Kasargod,671313,6.0,0.0,0.0,6.0,0.0,34.0,34.0,2.0,20.0,22.0,8.0,0.8571428571428571
Kerala,Kasargod,671314,11.0,2.0,0.0,13.0,3.0,83.0,86.0,15.0,74.0,89.0,12.5,0.7857142857142857
Kerala,Kasargod,671315,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,9.0,10.0,7.5,0.0
Kerala,Kasargod,671316,26.0,7.0,0.0,33.0,0.0,139.0,139.0,6.0,130.0,136.0,8.088235294117647,0.7647058823529411
Kerala,Kasargod,671318,7.0,1.0,0.0,8.0,2.0,60.0,62.0,1.0,54.0,55.0,13.0,0.7777777777777778
Kerala,Kasargod,671319,5.0,2.0,0.0,7.0,0.0,25.0,25.0,2.0,20.0,22.0,5.875,0.625
Kerala,Kasargod,671321,19.0,4.0,0.0,23.0,0.0,85.0,85.0,4.0,106.0,110.0,8.125,0.7916666666666666
Kerala,Kasargod,671322,9.0,6.0,0.0,15.0,0.0,91.0,91.0,5.0,69.0,74.0,10.3125,0.5625
Kerala,Kasargod,671323,8.0,5.0,0.0,13.0,3.0,141.0,144.0,1.0,76.0,77.0,15.785714285714286,0.5714285714285714
Kerala,Kasargod,671324,14.0,3.0,0.0,17.0,2.0,83.0,85.0,1.0,57.0,58.0,7.944444444444445,0.7777777777777778
Kerala,Kasargod,671326,1.0,0.0,0.0,1.0,2.0,11.0,13.0,2.0,5.0,7.0,10.0,0.5
Kerala,Kasargod,671348,5.0,1.0,0.0,6.0,0.0,34.0,34.0,0.0,27.0,27.0,8.714285714285714,0.7142857142857143
Kerala,Kasargod,671531,21.0,6.0,0.0,27.0,2.0,171.0,173.0,29.0,254.0,283.0,16.285714285714285,0.75
