pincode,state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
503307,Telangana,Nizamabad,253.0,20.0,0.0,536.0,2271.0,2626.0,1638.0
503308,Andhra Pradesh,Nizamabad,5.0,2.0,0.0,12.0,99.0,64.0,106.0
503308,Telangana,Nizamabad,109.0,7.0,0.0,128.0,1123.0,1031.0,778.0
503309,Andhra Pradesh,Nizamabad,2.0,1.0,0.0,5.0,15.0,9.0,27.0
503309,Telangana,Kamareddy,76.0,7.0,0.0,141.0,523.0,460.0,278.0
503309,Telangana,Nizamabad,140.0,33.0,0.0,264.0,902.0,1365.0,2851.0
503310,Andhra Pradesh,Nizamabad,2.0,0.0,0.0,4.0,9.0,2.0,38.0
503310,Telangana,Kamareddy,75.0,3.0,0.0,105.0,400.0,338.0,321.0
503310,Telangana,Nizamabad,189.0,21.0,0.0,181.0,717.0,1626.0,3150.0
503311,Telangana,Nizamabad,127.0,8.0,0.0,167.0,871.0,846.0,779.0
503321,Andhra Pradesh,Nizamabad,1.0,1.0,0.0,0.0,9.0,9.0,27.0
503321,Telangana,Kamareddy,62.0,2.0,0.0,49.0,306.0,264.0,177.0
503321,Telangana,Nizamabad,44.0,3.0,0.0,82.0,386.0,577.0,847.0
504001,Andhra Pradesh,Adilabad,65.0,4.0,0.0,118.0,1417.0,813.0,2817.0
504001,Telangana,Adilabad,503.0,79.0,1.0,2305.0,13085.0,4662.0,3831.0
504002,Telangana,Adilabad,10.0,1.0,0.0,48.0,216.0,12.0,18.0
504101,Andhra Pradesh,Adilabad,12.0,0.0,0.0,22.0,194.0,142.0,231.0
504101,Telangana,Adilabad,23.0,2.0,0.0,83.0,231.0,523.0,373.0
504101,Telangana,Nirmal,39.0,2.0,0.0,270.0,1681.0,311.0,199.0
504102,Andhra Pradesh,Adilabad,16.0,1.0,0.0,34.0,151.0,220.0,461.0
504102,Telangana,Adilabad,43.0,7.0,0.0,147.0,450.0,1171.0,944.0
504102,Telangana,Nirmal,70.0,8.0,0.0,385.0,2469.0,554.0,390.0
504103,Andhra Pradesh,Adilabad,30.0,5.0,0.0,139.0,1061.0,661.0,1538.0
504103,Telangana,Adilabad,54.0,2.0,0.0,188.0,592.0,1861.0,1097.0
504103,Telangana,Nirmal,198.0,8.0,1.0,1178.0,6309.0,1445.0,2280.0
504104,Andhra Pradesh,Adilabad,1.0,1.0,0.0,10.0,126.0,78.0,189.0
504104,Telangana,Adilabad,5.0,3.0,0.0,55.0,203.0,550.0,409.0
504104,Telangana,Nirmal,81.0,5.0,0.0,113.0,878.0,284.0,223.0
504105,Andhra Pradesh,Adilabad,2.0,0.0,0.0,48.0,306.0,106.0,224.0
504105,Telangana,Adilabad,7.0,0.0,0.0,20.0,84.0,321.0,213.0
504105,Telangana,Nirmal,66.0,2.0,1.0,151.0,1776.0,271.0,284.0
504106,Andhra Pradesh,Adilabad,19.0,3.0,1.0,69.0,563.0,429.0,1063.0
504106,Telangana,Adilabad,54.0,6.0,0.0,94.0,433.0,1546.0,720.0
504106,Telangana,Nirmal,291.0,21.0,1.0,1011.0,6108.0,1078.0,1393.0
504109,Andhra Pradesh,Adilabad,19.0,2.0,0.0,40.0,312.0,218.0,486.0
504109,Telangana,Adilabad,21.0,2.0,0.0,39.0,152.0,728.0,251.0
504109,Telangana,Nirmal,67.0,2.0,0.0,298.0,2049.0,445.0,252.0
504110,Telangana,Adilabad,22.0,5.0,0.0,36.0,366.0,666.0,935.0
504110,Telangana,Nirmal,68.0,7.0,0.0,85.0,895.0,243.0,411.0
504201,Andhra Pradesh,Adilabad,32.0,1.0,0.0,113.0,1250.0,361.0,928.0
504201,Telangana,Adilabad,26.0,9.0,0.0,89.0,552.0,1096.0,554.0
504201,Telangana,Mancherial,55.0,19.0,0.0,440.0,3093.0,728.0,560.0
504202,Telangana,Adilabad,14.0,0.0,0.0,88.0,360.0,952.0,856.0
504202,Telangana,Nirmal,96.0,9.0,0.0,129.0,858.0,243.0,125.0
504203,Andhra Pradesh,Adilabad,9.0,3.0,0.0,48.0,355.0,386.0,605.0
504203,Telangana,Adilabad,14.0,7.0,0.0,139.0,411.0,826.0,481.0
504203,Telangana,Nirmal,145.0,25.0,0.0,535.0,3489.0,577.0,398.0
504204,Andhra Pradesh,Adilabad,12.0,8.0,0.0,46.0,393.0,222.0,754.0
504204,Telangana,Adilabad,21.0,7.0,0.0,34.0,211.0,517.0,442.0
504204,Telangana,Mancherial,31.0,5.0,0.0,140.0,904.0,353.0,242.0
504205,Andhra Pradesh,Adilabad,11.0,2.0,0.0,84.0,724.0,230.0,736.0
504205,Telangana,Adilabad,12.0,3.0,0.0,34.0,227.0,642.0,313.0
504205,Telangana,Mancherial,57.0,11.0,0.0,241.0,2280.0,198.0,260.0
504205,Telangana,Nirmal,5.0,0.0,0.0,5.0,41.0,3.0,2.0
504206,Andhra Pradesh,Adilabad,8.0,1.0,0.0,67.0,573.0,182.0,534.0
504206,Telangana,Adilabad,8.0,1.0,0.0,32.0,143.0,383.0,152.0
504206,Telangana,Mancherial,29.0,6.0,0.0,184.0,1707.0,170.0,132.0
504207,Andhra Pradesh,Adilabad,25.0,3.0,0.0,61.0,565.0,224.0,591.0
504207,Telangana,Adilabad,12.0,3.0,0.0,11.0,67.0,411.0,181.0
504207,Telangana,Mancherial,22.0,4.0,0.0,172.0,1540.0,226.0,175.0
504208,Andhra Pradesh,Adilabad,39.0,5.0,0.0,50.0,496.0,465.0,947.0
504208,Telangana,Adilabad,43.0,15.0,0.0,39.0,311.0,1804.0,623.0
504208,Telangana,Mancherial,116.0,17.0,0.0,438.0,2625.0,1233.0,681.0
504209,Andhra Pradesh,Adilabad,12.0,1.0,0.0,10.0,139.0,85.0,153.0
504209,Telangana,Adilabad,11.0,2.0,0.0,5.0,43.0,240.0,83.0
504209,Telangana,Mancherial,32.0,2.0,0.0,47.0,324.0,202.0,108.0
504214,Andhra Pradesh,Adilabad,18.0,8.0,0.0,47.0,700.0,205.0,1021.0
504214,Telangana,Adilabad,23.0,7.0,0.0,29.0,411.0,623.0,1165.0
504214,Telangana,Mancherial,30.0,16.0,0.0,124.0,924.0,338.0,457.0
504215,Andhra Pradesh,Adilabad,32.0,8.0,0.0,72.0,776.0,292.0,810.0
504215,Telangana,Adilabad,19.0,7.0,0.0,28.0,99.0,871.0,285.0
504215,Telangana,Mancherial,45.0,4.0,0.0,285.0,2887.0,438.0,360.0
504216,Andhra Pradesh,Adilabad,19.0,2.0,0.0,83.0,428.0,160.0,358.0
504216,Telangana,Adilabad,22.0,4.0,0.0,52.0,300.0,685.0,520.0
504216,Telangana,Mancherial,37.0,1.0,0.0,99.0,581.0,417.0,200.0
504218,Telangana,Adilabad,2.0,0.0,0.0,3.0,17.0,126.0,31.0
504218,Telangana,Mancherial,18.0,1.0,0.0,38.0,153.0,141.0,159.0
504219,Andhra Pradesh,Adilabad,13.0,7.0,0.0,112.0,673.0,277.0,1780.0
504219,Telangana,Adilabad,13.0,4.0,0.0,62.0,237.0,566.0,476.0
504219,Telangana,Komaram Bheem,8.0,2.0,0.0,10.0,81.0,31.0,24.0
504219,Telangana,Mancherial,35.0,10.0,0.0,94.0,541.0,196.0,112.0
504220,Andhra Pradesh,Adilabad,1.0,0.0,0.0,2.0,39.0,8.0,34.0
504220,Telangana,Adilabad,1.0,0.0,0.0,3.0,3.0,25.0,8.0
504220,Telangana,Mancherial,13.0,2.0,0.0,5.0,49.0,10.0,10.0
504231,Andhra Pradesh,Adilabad,33.0,6.0,0.0,53.0,518.0,247.0,702.0
504231,Telangana,Adilabad,29.0,4.0,0.0,69.0,394.0,874.0,407.0
504231,Telangana,Mancherial,78.0,17.0,0.0,137.0,882.0,555.0,436.0
504251,Andhra Pradesh,Adilabad,28.0,10.0,0.0,171.0,1275.0,401.0,1867.0
504251,Telangana,Adilabad,25.0,9.0,0.0,55.0,338.0,1330.0,670.0
504251,Telangana,Mancherial,120.0,14.0,0.0,180.0,1593.0,584.0,545.0
504272,Andhra Pradesh,Adilabad,7.0,1.0,0.0,26.0,319.0,138.0,505.0
504272,Telangana,Adilabad,9.0,1.0,0.0,16.0,58.0,422.0,133.0
504272,Telangana,Mancherial,56.0,8.0,0.0,94.0,1087.0,170.0,102.0
504273,Andhra Pradesh,Adilabad,39.0,26.0,0.0,93.0,636.0,386.0,1437.0
504273,Telangana,Adilabad,16.0,9.0,0.0,75.0,235.0,841.0,367.0
504273,Telangana,Komaram Bheem,57.0,12.0,0.0,73.0,686.0,198.0,83.0
504273,Telangana,Mancherial,20.0,10.0,0.0,44.0,442.0,187.0,76.0
504292,Andhra Pradesh,Adilabad,15.0,4.0,0.0,42.0,516.0,173.0,553.0
504292,Telangana,Adilabad,9.0,7.0,0.0,28.0,131.0,400.0,205.0
504292,Telangana,Komaram Bheem,88.0,35.0,0.0,231.0,1664.0,284.0,350.0
504293,Andhra Pradesh,Adilabad,20.0,14.0,0.0,71.0,1051.0,407.0,920.0
504293,Telangana,Adilabad,39.0,13.0,0.0,87.0,963.0,1289.0,921.0
504293,Telangana,Komaram Bheem,131.0,22.0,0.0,865.0,3889.0,952.0,959.0
504294,Andhra Pradesh,Adilabad,50.0,9.0,0.0,31.0,467.0,343.0,1665.0
504294,Telangana,Adilabad,11.0,7.0,0.0,14.0,163.0,327.0,390.0
504294,Telangana,Komaram Bheem,30.0,7.0,0.0,145.0,1185.0,276.0,349.0
504294,Telangana,Mancherial,1.0,0.0,0.0,0.0,1.0,0.0,2.0
504295,Andhra Pradesh,Adilabad,27.0,15.0,0.0,39.0,814.0,195.0,734.0
504295,Telangana,Adilabad,14.0,4.0,0.0,26.0,148.0,553.0,252.0
504295,Telangana,Komaram Bheem,66.0,26.0,0.0,441.0,2616.0,521.0,514.0
504296,Andhra Pradesh,Adilabad,92.0,19.0,0.0,117.0,1454.0,559.0,2093.0
504296,Telangana,Adilabad,63.0,9.0,0.0,130.0,474.0,1716.0,616.0
504296,Telangana,Komaram Bheem,223.0,14.0,0.0,816.0,5586.0,1120.0,1010.0
504299,Andhra Pradesh,Adilabad,97.0,32.0,0.0,196.0,3080.0,1109.0,4715.0
504299,Telangana,Adilabad,83.0,21.0,0.0,134.0,729.0,2122.0,1847.0
504299,Telangana,Komaram Bheem,217.0,48.0,0.0,694.0,5520.0,1219.0,1056.0
504301,Andhra Pradesh,Adilabad,15.0,4.0,0.0,18.0,188.0,74.0,220.0
504301,Telangana,Adilabad,14.0,1.0,0.0,7.0,84.0,476.0,186.0
504301,Telangana,Mancherial,37.0,7.0,0.0,100.0,883.0,325.0,150.0
504302,Andhra Pradesh,Adilabad,17.0,5.0,0.0,6.0,236.0,139.0,290.0
504302,Telangana,Adilabad,18.0,3.0,0.0,8.0,110.0,715.0,213.0
504302,Telangana,Mancherial,59.0,7.0,1.0,148.0,1052.0,558.0,265.0
504303,Andhra Pradesh,Adilabad,8.0,0.0,0.0,12.0,148.0,56.0,107.0
504303,Telangana,Adilabad,8.0,3.0,0.0,11.0,89.0,449.0,158.0
504303,Telangana,Mancherial,33.0,8.0,0.0,52.0,513.0,229.0,119.0
504304,Andhra Pradesh,Adilabad,6.0,1.0,0.0,11.0,140.0,64.0,191.0
504304,Telangana,Adilabad,152.0,9.0,0.0,262.0,2041.0,1336.0,1438.0
504306,Andhra Pradesh,Adilabad,7.0,0.0,0.0,30.0,166.0,82.0,214.0
504306,Telangana,Adilabad,15.0,5.0,0.0,49.0,166.0,464.0,330.0
504306,Telangana,Nirmal,70.0,6.0,0.0,186.0,1429.0,275.0,370.0
504307,Andhra Pradesh,Adilabad,55.0,7.0,0.0,52.0,469.0,219.0,698.0
504307,Telangana,Adilabad,166.0,20.0,0.0,301.0,2984.0,1324.0,1770.0
504308,Andhra Pradesh,Adilabad,27.0,3.0,0.0,33.0,350.0,117.0,457.0
504308,Telangana,Adilabad,81.0,17.0,1.0,164.0,1577.0,830.0,1157.0
504309,Andhra Pradesh,Adilabad,11.0,3.0,0.0,34.0,517.0,193.0,950.0
504309,Telangana,Adilabad,200.0,21.0,1.0,325.0,2193.0,1538.0,2090.0
504310,Andhra Pradesh,Adilabad,1.0,1.0,0.0,15.0,106.0,93.0,119.0
504310,Telangana,Adilabad,12.0,0.0,0.0,64.0,334.0,580.0,522.0
504310,Telangana,Nirmal,96.0,11.0,0.0,173.0,1345.0,511.0,757.0
504311,Andhra Pradesh,Adilabad,57.0,22.0,0.0,86.0,1349.0,546.0,2511.0
504311,Telangana,Adilabad,199.0,52.0,0.0,421.0,3814.0,1937.0,2037.0
504311,Telangana,Komaram Bheem,9.0,5.0,0.0,28.0,191.0,20.0,9.0
504312,Andhra Pradesh,Adilabad,20.0,11.0,0.0,44.0,259.0,273.0,889.0
504312,Telangana,Adilabad,109.0,25.0,0.0,183.0,969.0,1104.0,1482.0
504313,Andhra Pradesh,Adilabad,83.0,18.0,0.0,112.0,995.0,428.0,944.0
504313,Telangana,Adilabad,25.0,7.0,0.0,75.0,355.0,539.0,236.0
504313,Telangana,Komaram Bheem,88.0,18.0,0.0,426.0,2309.0,309.0,393.0
504323,Telangana,Adilabad,117.0,14.0,0.0,94.0,552.0,607.0,838.0
504346,Andhra Pradesh,Adilabad,27.0,5.0,0.0,22.0,300.0,160.0,692.0
504346,Telangana,Adilabad,120.0,30.0,0.0,152.0,1492.0,1343.0,2134.0
505001,Andhra Pradesh,Karim Nagar,23.0,6.0,0.0,17.0,375.0,135.0,577.0
505001,Andhra Pradesh,Karimnagar,33.0,11.0,0.0,41.0,372.0,245.0,792.0
505001,Telangana,Karimnagar,545.0,98.0,2.0,1731.0,10780.0,6945.0,6002.0
505101,Andhra Pradesh,Karimnagar,11.0,0.0,0.0,33.0,182.0,71.0,313.0
505101,Telangana,Hanumakonda,17.0,4.0,0.0,41.0,271.0,51.0,354.0
505101,Telangana,Karimnagar,15.0,1.0,0.0,31.0,253.0,272.0,247.0
505101,Telangana,Warangal Urban,9.0,1.0,0.0,14.0,31.0,21.0,5.0
505102,Andhra Pradesh,Karim Nagar,3.0,0.0,0.0,4.0,53.0,6.0,88.0
505102,Andhra Pradesh,Karimnagar,13.0,3.0,0.0,23.0,182.0,119.0,550.0
505102,Telangana,Hanumakonda,41.0,4.0,0.0,114.0,862.0,273.0,1245.0
505102,Telangana,Karimnagar,20.0,4.0,0.0,55.0,213.0,448.0,617.0
505102,Telangana,Warangal (urban),1.0,0.0,0.0,1.0,18.0,0.0,2.0
505102,Telangana,Warangal Urban,13.0,2.0,0.0,11.0,72.0,155.0,84.0
505122,Andhra Pradesh,Karimnagar,11.0,1.0,0.0,78.0,807.0,225.0,644.0
505122,Telangana,Hanumakonda,3.0,0.0,0.0,7.0,48.0,5.0,119.0
505122,Telangana,Karimnagar,145.0,14.0,2.0,375.0,3951.0,1067.0,1101.0
505122,Telangana,Warangal Urban,1.0,0.0,0.0,1.0,12.0,3.0,1.0
505129,Andhra Pradesh,Karimnagar,7.0,4.0,0.0,17.0,139.0,55.0,129.0
505129,Telangana,Karimnagar,34.0,4.0,0.0,71.0,722.0,258.0,291.0
505152,Andhra Pradesh,Karimnagar,3.0,1.0,0.0,19.0,116.0,64.0,508.0
505152,Telangana,Karimnagar,36.0,5.0,0.0,47.0,396.0,730.0,764.0
505152,Telangana,Peddapalli,48.0,5.0,0.0,168.0,1713.0,53.0,203.0
505153,Telangana,Karimnagar,34.0,6.0,0.0,82.0,579.0,500.0,1339.0
505153,Telangana,Peddapalli,25.0,5.0,1.0,37.0,453.0,146.0,69.0
505162,Andhra Pradesh,Karimnagar,1.0,0.0,0.0,1.0,1.0,1.0,2.0
505162,Telangana,Karimnagar,35.0,7.0,0.0,54.0,362.0,421.0,1273.0
505162,Telangana,Peddapalli,23.0,3.0,0.0,34.0,296.0,93.0,265.0
505172,Andhra Pradesh,Karim Nagar,2.0,0.0,0.0,2.0,17.0,1.0,14.0
505172,Andhra Pradesh,Karimnagar,16.0,1.0,0.0,10.0,99.0,36.0,117.0
505172,Telangana,Karimnagar,167.0,19.0,1.0,146.0,1147.0,1360.0,1583.0
505174,Andhra Pradesh,Karim Nagar,1.0,0.0,0.0,0.0,0.0,0.0,0.0
505174,Andhra Pradesh,Karimnagar,4.0,0.0,0.0,3.0,34.0,29.0,58.0
505174,Telangana,Karimnagar,74.0,11.0,0.0,91.0,625.0,630.0,855.0
505174,Telangana,Peddapalli,4.0,0.0,0.0,17.0,116.0,24.0,21.0
505184,Andhra Pradesh,Karim Nagar,1.0,0.0,0.0,1.0,19.0,4.0,45.0
505184,Andhra Pradesh,Karimnagar,2.0,1.0,0.0,8.0,35.0,32.0,142.0
505184,Telangana,Jayashankar Bhupalpally,24.0,5.0,0.0,10.0,174.0,47.0,25.0
505184,Telangana,Karimnagar,133.0,21.0,0.0,137.0,1251.0,1654.0,3108.0
505184,Telangana,Peddapalli,68.0,10.0,0.0,132.0,1186.0,349.0,461.0
505185,Andhra Pradesh,Karimnagar,2.0,1.0,0.0,9.0,34.0,15.0,29.0
505185,Telangana,Karimnagar,45.0,5.0,0.0,71.0,387.0,597.0,657.0
505185,Telangana,Peddapalli,54.0,3.0,0.0,74.0,765.0,329.0,1260.0
505186,Andhra Pradesh,Karimnagar,6.0,4.0,0.0,15.0,154.0,57.0,552.0
505186,Telangana,Karimnagar,18.0,1.0,0.0,44.0,564.0,390.0,378.0
505186,Telangana,Peddapalli,11.0,6.0,0.0,44.0,541.0,118.0,323.0
505187,Andhra Pradesh,Karimnagar,32.0,5.0,0.0,18.0,176.0,134.0,654.0
505187,Telangana,Karimnagar,75.0,7.0,0.0,119.0,1293.0,936.0,1079.0
505187,Telangana,Peddapalli,42.0,3.0,0.0,63.0,716.0,205.0,160.0
505188,Andhra Pradesh,Karimnagar,4.0,0.0,0.0,2.0,30.0,23.0,31.0
505188,Telangana,Karimnagar,65.0,10.0,0.0,55.0,440.0,966.0,1000.0
505188,Telangana,Peddapalli,10.0,2.0,0.0,12.0,107.0,37.0,57.0
505208,Andhra Pradesh,Karim Nagar,1.0,1.0,0.0,0.0,39.0,3.0,27.0
505208,Andhra Pradesh,Karimnagar,2.0,0.0,0.0,12.0,90.0,83.0,106.0
505208,Telangana,Karimnagar,20.0,7.0,0.0,47.0,265.0,519.0,430.0
505208,Telangana,Peddapalli,36.0,4.0,1.0,13.0,236.0,209.0,159.0
505209,Andhra Pradesh,Karim Nagar,4.0,0.0,0.0,13.0,88.0,64.0,125.0
505209,Andhra Pradesh,Karimnagar,2.0,0.0,0.0,0.0,13.0,5.0,6.0
505209,Telangana,Karimnagar,249.0,32.0,0.0,447.0,2996.0,2622.0,1938.0
505209,Telangana,Peddapalli,10.0,2.0,0.0,13.0,79.0,20.0,12.0
505210,Telangana,Karimnagar,14.0,5.0,0.0,2.0,71.0,138.0,82.0
505211,Telangana,Karimnagar,53.0,8.0,0.0,77.0,434.0,460.0,365.0
505212,Andhra Pradesh,Karimnagar,1.0,0.0,0.0,1.0,11.0,12.0,26.0
505212,Telangana,Karimnagar,49.0,18.0,0.0,80.0,516.0,771.0,1261.0
505212,Telangana,Peddapalli,27.0,5.0,0.0,91.0,767.0,194.0,211.0
505214,Andhra Pradesh,Karim Nagar,1.0,0.0,0.0,2.0,5.0,6.0,14.0
505214,Telangana,Karimnagar,25.0,6.0,0.0,18.0,157.0,400.0,274.0
505214,Telangana,Peddapalli,9.0,0.0,0.0,15.0,120.0,14.0,21.0
505215,Telangana,Karimnagar,47.0,8.0,0.0,36.0,299.0,460.0,374.0
505215,Telangana,Peddapalli,9.0,2.0,0.0,14.0,89.0,25.0,37.0
505301,Andhra Pradesh,Karim Nagar,12.0,1.0,0.0,13.0,88.0,63.0,122.0
505301,Andhra Pradesh,Karimnagar,1.0,0.0,0.0,1.0,33.0,6.0,17.0
505301,Telangana,Karimnagar,111.0,12.0,0.0,322.0,1373.0,2322.0,1986.0
505301,Telangana,Rajanna Sircilla,190.0,16.0,1.0,221.0,1694.0,903.0,842.0
505302,Andhra Pradesh,Karim Nagar,1.0,0.0,0.0,0.0,16.0,7.0,11.0
505302,Andhra Pradesh,Karimnagar,12.0,0.0,0.0,18.0,124.0,91.0,169.0
505302,Telangana,Karimnagar,48.0,6.0,0.0,125.0,506.0,1271.0,1189.0
505302,Telangana,Rajanna Sircilla,132.0,10.0,0.0,243.0,1854.0,571.0,571.0
505303,Telangana,Karimnagar,39.0,4.0,0.0,61.0,304.0,537.0,488.0
505303,Telangana,Rajanna Sircilla,45.0,0.0,0.0,242.0,1012.0,246.0,211.0
505304,Telangana,Karimnagar,23.0,1.0,0.0,40.0,275.0,845.0,575.0
505304,Telangana,Rajanna Sircilla,79.0,0.0,0.0,80.0,730.0,263.0,114.0
505305,Andhra Pradesh,Karim Nagar,2.0,0.0,0.0,0.0,6.0,1.0,7.0
505305,Andhra Pradesh,Karimnagar,1.0,0.0,0.0,3.0,2.0,7.0,6.0
505305,Telangana,Karimnagar,60.0,3.0,0.0,166.0,552.0,960.0,859.0
505305,Telangana,Rajanna Sircilla,77.0,3.0,1.0,141.0,663.0,406.0,331.0
505306,Andhra Pradesh,Karimnagar,2.0,0.0,0.0,5.0,42.0,10.0,27.0
505306,Telangana,Jagitial,28.0,0.0,0.0,21.0,208.0,157.0,134.0
505306,Telangana,Karimnagar,31.0,3.0,0.0,22.0,174.0,422.0,374.0
505307,Andhra Pradesh,Nizamabad,1.0,1.0,0.0,6.0,61.0,25.0,40.0
505307,Telangana,Karimnagar,27.0,4.0,0.0,40.0,287.0,690.0,456.0
505307,Telangana,Nizamabad,1.0,0.0,0.0,7.0,40.0,112.0,38.0
505307,Telangana,Rajanna Sircilla,51.0,4.0,1.0,42.0,349.0,316.0,133.0
505325,Andhra Pradesh,Karim Nagar,2.0,0.0,0.0,2.0,14.0,2.0,6.0
505325,Andhra Pradesh,Karimnagar,27.0,3.0,0.0,31.0,394.0,302.0,497.0
505325,Andhra Pradesh,Nizamabad,1.0,0.0,0.0,0.0,1.0,1.0,2.0
505325,Telangana,Jagitial,141.0,9.0,0.0,241.0,1913.0,624.0,349.0
505325,Telangana,Karimnagar,80.0,9.0,0.0,61.0,394.0,1371.0,447.0
505325,Telangana,Nizamabad,6.0,1.0,0.0,10.0,17.0,71.0,39.0
505326,Andhra Pradesh,Karim Nagar,7.0,0.0,0.0,3.0,40.0,19.0,20.0
505326,Andhra Pradesh,Karimnagar,6.0,0.0,0.0,1.0,40.0,16.0,30.0
505326,Telangana,Jagitial,89.0,6.0,1.0,268.0,1179.0,579.0,439.0
505326,Telangana,Karimnagar,124.0,9.0,0.0,55.0,517.0,1320.0,884.0
505327,Andhra Pradesh,Karim Nagar,0.0,1.0,0.0,4.0,108.0,11.0,44.0
505327,Andhra Pradesh,Karimnagar,5.0,0.0,0.0,7.0,67.0,27.0,46.0
505327,Telangana,Jagitial,154.0,11.0,1.0,294.0,1719.0,629.0,477.0
505327,Telangana,Karimnagar,50.0,8.0,0.0,130.0,985.0,1636.0,1020.0
505330,Andhra Pradesh,Karimnagar,15.0,1.0,0.0,2.0,90.0,52.0,75.0
505330,Telangana,Jagitial,16.0,1.0,0.0,13.0,158.0,54.0,28.0
505330,Telangana,Karimnagar,20.0,0.0,0.0,6.0,56.0,288.0,127.0
505331,Andhra Pradesh,Karimnagar,4.0,0.0,0.0,11.0,61.0,40.0,52.0
505331,Telangana,Jagitial,66.0,4.0,0.0,84.0,673.0,332.0,162.0
505331,Telangana,Karimnagar,61.0,5.0,0.0,82.0,606.0,917.0,721.0
505401,Andhra Pradesh,Karimnagar,0.0,4.0,0.0,10.0,80.0,28.0,45.0
505401,Telangana,Karimnagar,32.0,7.0,0.0,64.0,493.0,442.0,438.0
505401,Telangana,Rajanna Sircilla,1.0,1.0,0.0,14.0,70.0,87.0,43.0
505402,Telangana,Karimnagar,33.0,2.0,0.0,83.0,311.0,869.0,789.0
505402,Telangana,Rajanna Sircilla,30.0,3.0,0.0,78.0,697.0,324.0,190.0
505403,Andhra Pradesh,Karimnagar,1.0,0.0,0.0,0.0,1.0,0.0,7.0
505403,Telangana,Karimnagar,43.0,5.0,0.0,85.0,444.0,757.0,672.0
505403,Telangana,Rajanna Sircilla,45.0,3.0,0.0,51.0,404.0,280.0,126.0
505404,Andhra Pradesh,Karimnagar,1.0,0.0,0.0,0.0,2.0,3.0,6.0
505404,Telangana,Karimnagar,59.0,5.0,0.0,125.0,518.0,813.0,1225.0
505404,Telangana,Rajanna Sircilla,69.0,3.0,0.0,85.0,499.0,300.0,414.0
505405,Telangana,Karimnagar,71.0,9.0,0.0,143.0,518.0,807.0,886.0
505405,Telangana,Rajanna Sircilla,69.0,6.0,0.0,100.0,635.0,326.0,366.0
505415,Andhra Pradesh,Karimnagar,16.0,6.0,0.0,55.0,404.0,196.0,463.0
505415,Telangana,Jagitial,4.0,0.0,0.0,10.0,64.0,8.0,6.0
505415,Telangana,Karimnagar,96.0,10.0,1.0,169.0,1912.0,895.0,657.0
505415,Telangana,Peddapalli,5.0,0.0,0.0,6.0,45.0,17.0,7.0
505416,Andhra Pradesh,Karimnagar,2.0,0.0,0.0,1.0,5.0,7.0,8.0
505416,Telangana,Jagitial,12.0,2.0,3.0,9.0,90.0,19.0,31.0
505416,Telangana,Karimnagar,55.0,5.0,0.0,78.0,633.0,807.0,810.0
505416,Telangana,Peddapalli,44.0,7.0,0.0,75.0,534.0,159.0,109.0
505425,Andhra Pradesh,Karimnagar,6.0,2.0,0.0,5.0,104.0,21.0,41.0
505425,Telangana,Jagitial,88.0,14.0,1.0,80.0,642.0,338.0,229.0
505425,Telangana,Karimnagar,62.0,7.0,0.0,72.0,500.0,914.0,554.0
505445,Andhra Pradesh,Karimnagar,26.0,4.0,0.0,11.0,234.0,181.0,432.0
505445,Telangana,Karimnagar,95.0,8.0,0.0,102.0,852.0,1208.0,604.0
505450,Andhra Pradesh,Karim Nagar,1.0,0.0,0.0,2.0,11.0,9.0,13.0
505450,Andhra Pradesh,Karimnagar,11.0,0.0,0.0,13.0,148.0,124.0,160.0
505450,Telangana,Jagitial,65.0,2.0,0.0,144.0,1086.0,170.0,86.0
505450,Telangana,Karimnagar,26.0,4.0,0.0,45.0,314.0,614.0,258.0
505451,Andhra Pradesh,Karimnagar,19.0,6.0,0.0,27.0,201.0,151.0,461.0
505451,Telangana,Karimnagar,84.0,17.0,1.0,200.0,1237.0,973.0,598.0
505452,Telangana,Jagitial,78.0,6.0,0.0,89.0,504.0,398.0,172.0
505452,Telangana,Karimnagar,72.0,9.0,0.0,136.0,677.0,982.0,857.0
505453,Andhra Pradesh,Karim Nagar,1.0,0.0,0.0,0.0,2.0,2.0,1.0
505453,Andhra Pradesh,Karimnagar,11.0,0.0,0.0,39.0,297.0,177.0,418.0
505453,Telangana,Jagitial,92.0,8.0,1.0,122.0,1090.0,280.0,204.0
505453,Telangana,Karimnagar,22.0,3.0,0.0,52.0,203.0,595.0,217.0
505454,Andhra Pradesh,Karimnagar,2.0,0.0,0.0,10.0,62.0,63.0,60.0
505454,Telangana,Jagitial,69.0,2.0,0.0,74.0,733.0,494.0,237.0
505454,Telangana,Karimnagar,70.0,8.0,0.0,86.0,767.0,1069.0,784.0
505455,Andhra Pradesh,Karimnagar,4.0,1.0,0.0,13.0,180.0,136.0,268.0
505455,Telangana,Jagitial,86.0,4.0,0.0,74.0,540.0,219.0,149.0
505455,Telangana,Karimnagar,15.0,2.0,0.0,19.0,154.0,474.0,240.0
505460,Andhra Pradesh,Karimnagar,5.0,0.0,0.0,7.0,97.0,35.0,73.0
505460,Telangana,Jagitial,141.0,7.0,0.0,129.0,773.0,739.0,314.0
505460,Telangana,Karimnagar,36.0,6.0,0.0,95.0,514.0,1349.0,928.0
